date,time,windcode,term,voltype,bidvol,askvol,midvol
2024-12-16,16:00:00,USDCNY.IB,30D,ATM,4.3698,4.3698,4.3698
2024-12-16,16:00:00,USDCNY.IB,360D,ATM,6.0656,6.0656,6.0656
2024-12-16,16:00:00,USDCNY.IB,540D,ATM,5.9,6.6,6.25
2024-12-16,16:00:00,USDCNY.IB,720D,ATM,5.9,6.6,6.2
2024-12-16,16:00:00,USDCNY.IB,7D,ATM,3.5,4.3,3.9
2024-12-16,16:00:00,USDCNY.IB,90D,ATM,5.6,5.9,5.75
2024-12-17,16:00:00,USDCNY.IB,180D,ATM,5.825,5.975,5.8994
2024-12-17,16:00:00,USDCNY.IB,30D,ATM,4.0,4.2,4.2
2024-12-17,16:00:00,USDCNY.IB,360D,ATM,5.95,6.025,5.9872
2024-12-17,16:00:00,USDCNY.IB,540D,ATM,5.9,6.6,6.25
2024-12-17,16:00:00,USDCNY.IB,720D,ATM,5.9,6.6,6.25
2024-12-17,16:00:00,USDCNY.IB,7D,ATM,3.4,4.0,3.7
2024-12-17,16:00:00,USDCNY.IB,90D,ATM,5.3,5.5,5.4
2024-12-18,16:00:00,USDCNY.IB,180D,ATM,5.7,5.8,5.7826
2024-12-18,16:00:00,USDCNY.IB,30D,ATM,3.8,3.95,3.9
2024-12-18,16:00:00,USDCNY.IB,360D,ATM,5.9,5.95,5.925
2024-12-18,16:00:00,USDCNY.IB,540D,ATM,5.9,6.6,6.25
2024-12-18,16:00:00,USDCNY.IB,720D,ATM,5.9,6.6,6.25
2024-12-18,16:00:00,USDCNY.IB,7D,ATM,3.4,4.0,3.4
2024-12-18,16:00:00,USDCNY.IB,90D,ATM,5.3,5.65,5.475
2024-12-19,16:00:00,USDCNY.IB,180D,ATM,5.75,6.0,5.875
2024-12-19,16:00:00,USDCNY.IB,30D,ATM,4.2,4.5,4.3001
2024-12-19,16:00:00,USDCNY.IB,360D,ATM,5.9,6.075,5.9875
2024-12-19,16:00:00,USDCNY.IB,540D,ATM,5.8,6.3,6.05
2024-12-19,16:00:00,USDCNY.IB,720D,ATM,5.8,6.4,6.1
2024-12-19,16:00:00,USDCNY.IB,7D,ATM,2.8,3.6,3.2648
2024-12-19,16:00:00,USDCNY.IB,90D,ATM,5.4,5.8,5.6
2024-12-20,16:00:00,USDCNY.IB,180D,ATM,5.725,5.85,5.8063
2024-12-20,16:00:00,USDCNY.IB,30D,ATM,3.9,4.2,4.16
2024-12-20,16:00:00,USDCNY.IB,360D,ATM,5.875,5.875,5.875
2024-12-20,16:00:00,USDCNY.IB,540D,ATM,5.8,6.3,6.05
2024-12-20,16:00:00,USDCNY.IB,720D,ATM,5.8,6.4,6.1
2024-12-20,16:00:00,USDCNY.IB,7D,ATM,2.925,2.925,2.925
2024-12-20,16:00:00,USDCNY.IB,90D,ATM,5.2,5.7,5.45
2024-12-23,16:00:00,USDCNY.IB,180D,ATM,5.65,5.85,5.775
2024-12-23,16:00:00,USDCNY.IB,30D,ATM,4.15,4.4,4.185
2024-12-23,16:00:00,USDCNY.IB,360D,ATM,5.9,5.9,5.9
2024-12-23,16:00:00,USDCNY.IB,540D,ATM,5.8,6.3,6.05
2024-12-23,16:00:00,USDCNY.IB,720D,ATM,5.8,6.4,6.1
2024-12-23,16:00:00,USDCNY.IB,7D,ATM,2.925,2.925,2.925
2024-12-23,16:00:00,USDCNY.IB,90D,ATM,5.2,5.55,5.375
2024-12-24,16:00:00,USDCNY.IB,180D,ATM,5.65,5.95,5.8
2024-12-24,16:00:00,USDCNY.IB,30D,ATM,4.15,4.6,4.3
2024-12-24,16:00:00,USDCNY.IB,360D,ATM,5.8,6.05,5.925
2024-12-24,16:00:00,USDCNY.IB,540D,ATM,5.8,6.3,6.05
2024-12-24,16:00:00,USDCNY.IB,720D,ATM,5.8,6.4,6.1
2024-12-24,16:00:00,USDCNY.IB,7D,ATM,1.8,2.6,2.2
2024-12-24,16:00:00,USDCNY.IB,90D,ATM,5.3,5.6,5.45
2024-12-25,16:00:00,USDCNY.IB,180D,ATM,5.75,5.75,5.75
2024-12-25,16:00:00,USDCNY.IB,30D,ATM,4.2,4.5,4.35
2024-12-25,16:00:00,USDCNY.IB,360D,ATM,5.9,5.9,5.9
2024-12-25,16:00:00,USDCNY.IB,540D,ATM,5.8,6.3,6.05
2024-12-25,16:00:00,USDCNY.IB,720D,ATM,5.8,6.4,6.1
2024-12-25,16:00:00,USDCNY.IB,7D,ATM,1.8,2.7,2.25
2024-12-25,16:00:00,USDCNY.IB,90D,ATM,5.4,5.7,5.55
2024-12-26,16:00:00,USDCNY.IB,180D,ATM,5.85,5.85,5.85
2024-12-26,16:00:00,USDCNY.IB,30D,ATM,4.1,4.45,4.275
2024-12-26,16:00:00,USDCNY.IB,360D,ATM,5.925,5.925,5.925
2024-12-26,16:00:00,USDCNY.IB,540D,ATM,5.8,6.3,6.05
2024-12-26,16:00:00,USDCNY.IB,720D,ATM,5.8,6.4,6.1
2024-12-26,16:00:00,USDCNY.IB,7D,ATM,2.5,2.5,2.5
2024-12-26,16:00:00,USDCNY.IB,90D,ATM,5.3,5.65,5.475
2024-12-27,16:00:00,USDCNY.IB,180D,ATM,5.8244,5.8244,5.8244
2024-12-27,16:00:00,USDCNY.IB,30D,ATM,4.25,4.55,4.4428
2024-12-27,16:00:00,USDCNY.IB,360D,ATM,5.8,6.05,5.925
2024-12-27,16:00:00,USDCNY.IB,540D,ATM,5.8,6.3,6.05
2024-12-27,16:00:00,USDCNY.IB,720D,ATM,5.8,6.4,6.1
2024-12-27,16:00:00,USDCNY.IB,7D,ATM,2.7,3.1,2.8988
2024-12-27,16:00:00,USDCNY.IB,90D,ATM,5.45,5.7,5.6001
2024-12-30,16:00:00,USDCNY.IB,180D,ATM,5.75,5.825,5.792
2024-12-30,16:00:00,USDCNY.IB,30D,ATM,4.25,4.8,4.525
2024-12-30,16:00:00,USDCNY.IB,360D,ATM,5.85,5.925,5.9
2024-12-30,16:00:00,USDCNY.IB,540D,ATM,5.8,6.3,6.05
2024-12-30,16:00:00,USDCNY.IB,720D,ATM,5.8,6.4,6.1
2024-12-30,16:00:00,USDCNY.IB,7D,ATM,3.1,3.35,3.1813
2024-12-30,16:00:00,USDCNY.IB,90D,ATM,5.45,5.75,5.6
2024-12-31,16:00:00,USDCNY.IB,180D,ATM,5.7086,5.7086,5.7086
2024-12-31,16:00:00,USDCNY.IB,30D,ATM,4.45,4.7,4.575
2024-12-31,16:00:00,USDCNY.IB,360D,ATM,5.8183,5.8183,5.8183
2024-12-31,16:00:00,USDCNY.IB,540D,ATM,5.8,6.3,6.05
2024-12-31,16:00:00,USDCNY.IB,720D,ATM,5.8,6.4,6.1
2024-12-31,16:00:00,USDCNY.IB,7D,ATM,3.5693,3.5693,3.5693
2024-12-31,16:00:00,USDCNY.IB,90D,ATM,5.4,5.7,5.5001
2025-01-02,16:00:00,USDCNY.IB,180D,ATM,5.5271,5.5271,5.5271
2025-01-02,16:00:00,USDCNY.IB,30D,ATM,4.3,4.8,4.55
2025-01-02,16:00:00,USDCNY.IB,360D,ATM,5.6704,5.6704,5.6704
2025-01-02,16:00:00,USDCNY.IB,540D,ATM,5.8,6.7,6.25
2025-01-02,16:00:00,USDCNY.IB,720D,ATM,5.8,6.7,6.25
2025-01-02,16:00:00,USDCNY.IB,7D,ATM,3.2,3.9,3.6518
2025-01-02,16:00:00,USDCNY.IB,90D,ATM,5.1,5.5,5.3929
2025-01-03,16:00:00,USDCNY.IB,180D,ATM,5.25,6.5,5.5431
2025-01-03,16:00:00,USDCNY.IB,30D,ATM,4.2,6.5,4.3101
2025-01-03,16:00:00,USDCNY.IB,360D,ATM,5.45,6.05,5.675
2025-01-03,16:00:00,USDCNY.IB,540D,ATM,5.45,6.1,5.775
2025-01-03,16:00:00,USDCNY.IB,720D,ATM,5.6,6.3,5.95
2025-01-03,16:00:00,USDCNY.IB,7D,ATM,3.2,4.0,3.3754
2025-01-03,16:00:00,USDCNY.IB,90D,ATM,5.2,6.5,5.85
2025-01-06,16:00:00,USDCNY.IB,180D,ATM,5.7766,5.7766,5.7766
2025-01-06,16:00:00,USDCNY.IB,30D,ATM,4.7,4.8,4.7001
2025-01-06,16:00:00,USDCNY.IB,360D,ATM,5.85,5.85,5.85
2025-01-06,16:00:00,USDCNY.IB,540D,ATM,5.65,6.25,5.95
2025-01-06,16:00:00,USDCNY.IB,720D,ATM,5.7,6.3,6.0
2025-01-06,16:00:00,USDCNY.IB,7D,ATM,3.4,3.8,3.5852
2025-01-06,16:00:00,USDCNY.IB,90D,ATM,5.4,5.6,5.5011
2025-01-07,16:00:00,USDCNY.IB,180D,ATM,5.55,5.85,5.7193
2025-01-07,16:00:00,USDCNY.IB,30D,ATM,4.5,4.8,4.65
2025-01-07,16:00:00,USDCNY.IB,360D,ATM,5.75,5.85,5.8048
2025-01-07,16:00:00,USDCNY.IB,540D,ATM,5.65,6.1,5.875
2025-01-07,16:00:00,USDCNY.IB,720D,ATM,5.7,6.1,5.9
2025-01-07,16:00:00,USDCNY.IB,7D,ATM,3.6,4.3,3.8353
2025-01-07,16:00:00,USDCNY.IB,90D,ATM,5.35,5.65,5.5
2025-01-08,16:00:00,USDCNY.IB,180D,ATM,5.4,5.8,5.5965
2025-01-08,16:00:00,USDCNY.IB,30D,ATM,4.65,4.65,4.65
2025-01-08,16:00:00,USDCNY.IB,360D,ATM,5.635,5.7,5.6861
2025-01-08,16:00:00,USDCNY.IB,540D,ATM,5.65,6.1,5.875
2025-01-08,16:00:00,USDCNY.IB,720D,ATM,5.7,6.1,5.9
2025-01-08,16:00:00,USDCNY.IB,7D,ATM,3.5,3.8,3.5
2025-01-08,16:00:00,USDCNY.IB,90D,ATM,5.2,5.6,5.3835
2025-01-09,16:00:00,USDCNY.IB,180D,ATM,5.5,5.7,5.6015
2025-01-09,16:00:00,USDCNY.IB,30D,ATM,4.65,4.7,4.7
2025-01-09,16:00:00,USDCNY.IB,360D,ATM,5.7,5.8,5.7351
2025-01-09,16:00:00,USDCNY.IB,540D,ATM,5.65,6.1,5.875
2025-01-09,16:00:00,USDCNY.IB,720D,ATM,5.7,6.1,5.9
2025-01-09,16:00:00,USDCNY.IB,7D,ATM,3.0,3.6,3.4611
2025-01-09,16:00:00,USDCNY.IB,90D,ATM,5.35,5.65,5.5
2025-01-10,16:00:00,USDCNY.IB,180D,ATM,5.625,5.725,5.6571
2025-01-10,16:00:00,USDCNY.IB,30D,ATM,4.5,5.2,4.7
2025-01-10,16:00:00,USDCNY.IB,360D,ATM,5.6,5.9,5.75
2025-01-10,16:00:00,USDCNY.IB,540D,ATM,5.65,6.1,5.875
2025-01-10,16:00:00,USDCNY.IB,720D,ATM,5.7,6.1,5.9
2025-01-10,16:00:00,USDCNY.IB,7D,ATM,3.6,4.0,3.6957
2025-01-10,16:00:00,USDCNY.IB,90D,ATM,5.3,5.7,5.4917
2025-01-13,16:00:00,USDCNY.IB,180D,ATM,5.6,5.85,5.725
2025-01-13,16:00:00,USDCNY.IB,30D,ATM,4.55,4.9,4.725
2025-01-13,16:00:00,USDCNY.IB,360D,ATM,5.65,5.95,5.8
2025-01-13,16:00:00,USDCNY.IB,540D,ATM,5.65,6.1,5.875
2025-01-13,16:00:00,USDCNY.IB,720D,ATM,5.7,6.1,5.9
2025-01-13,16:00:00,USDCNY.IB,7D,ATM,2.9,3.6,3.25
2025-01-13,16:00:00,USDCNY.IB,90D,ATM,5.45,5.7,5.6001
2025-01-14,16:00:00,USDCNY.IB,180D,ATM,5.5,5.7,5.6016
2025-01-14,16:00:00,USDCNY.IB,30D,ATM,4.4,4.8,4.55
2025-01-14,16:00:00,USDCNY.IB,360D,ATM,5.6,5.8,5.7456
2025-01-14,16:00:00,USDCNY.IB,540D,ATM,5.65,6.1,5.875
2025-01-14,16:00:00,USDCNY.IB,720D,ATM,5.7,6.1,5.9
2025-01-14,16:00:00,USDCNY.IB,7D,ATM,3.7,4.2,3.7556
2025-01-14,16:00:00,USDCNY.IB,90D,ATM,5.3,5.5,5.4
2025-01-15,16:00:00,USDCNY.IB,180D,ATM,5.6103,5.6103,5.6103
2025-01-15,16:00:00,USDCNY.IB,30D,ATM,4.4,4.7,4.6
2025-01-15,16:00:00,USDCNY.IB,360D,ATM,5.6,5.85,5.725
2025-01-15,16:00:00,USDCNY.IB,540D,ATM,5.65,6.1,5.875
2025-01-15,16:00:00,USDCNY.IB,720D,ATM,5.7,6.1,5.9
2025-01-15,16:00:00,USDCNY.IB,7D,ATM,3.6,3.8,3.6667
2025-01-15,16:00:00,USDCNY.IB,90D,ATM,5.25,5.55,5.4
2025-01-16,16:00:00,USDCNY.IB,180D,ATM,5.5,5.75,5.6039
2025-01-16,16:00:00,USDCNY.IB,30D,ATM,4.65,4.75,4.6953
2025-01-16,16:00:00,USDCNY.IB,360D,ATM,5.6,5.9,5.75
2025-01-16,16:00:00,USDCNY.IB,540D,ATM,5.65,6.1,5.875
2025-01-16,16:00:00,USDCNY.IB,720D,ATM,5.7,6.1,5.9
2025-01-16,16:00:00,USDCNY.IB,7D,ATM,4.1,5.0,4.55
2025-01-16,16:00:00,USDCNY.IB,90D,ATM,5.35,5.5,5.4178
2025-01-17,16:00:00,USDCNY.IB,180D,ATM,5.625,5.625,5.625
2025-01-17,16:00:00,USDCNY.IB,30D,ATM,4.8,5.0,5.0
2025-01-17,16:00:00,USDCNY.IB,360D,ATM,5.65,5.9,5.75
2025-01-17,16:00:00,USDCNY.IB,540D,ATM,5.65,6.1,5.875
2025-01-17,16:00:00,USDCNY.IB,720D,ATM,5.7,6.1,5.9
2025-01-17,16:00:00,USDCNY.IB,7D,ATM,4.5,5.2,4.6188
2025-01-17,16:00:00,USDCNY.IB,90D,ATM,5.3,5.6,5.45
2025-01-20,16:00:00,USDCNY.IB,180D,ATM,5.6,5.725,5.6944
2025-01-20,16:00:00,USDCNY.IB,30D,ATM,5.3,5.55,5.3952
2025-01-20,16:00:00,USDCNY.IB,360D,ATM,5.7,5.85,5.763
2025-01-20,16:00:00,USDCNY.IB,540D,ATM,5.65,6.2,5.925
2025-01-20,16:00:00,USDCNY.IB,720D,ATM,5.7,6.2,5.95
2025-01-20,16:00:00,USDCNY.IB,7D,ATM,5.6,6.0,5.8109
2025-01-20,16:00:00,USDCNY.IB,90D,ATM,5.5,5.6,5.5792
2025-01-21,16:00:00,USDCNY.IB,180D,ATM,5.35,5.4,5.37
2025-01-21,16:00:00,USDCNY.IB,30D,ATM,4.9,4.9,4.9
2025-01-21,16:00:00,USDCNY.IB,360D,ATM,5.45,5.55,5.4895
2025-01-21,16:00:00,USDCNY.IB,540D,ATM,5.4,5.8,5.6
2025-01-21,16:00:00,USDCNY.IB,720D,ATM,5.5,5.8,5.65
2025-01-21,16:00:00,USDCNY.IB,7D,ATM,4.0,6.0,5.0
2025-01-21,16:00:00,USDCNY.IB,90D,ATM,5.1,5.4,5.3
2025-01-22,16:00:00,USDCNY.IB,180D,ATM,5.25,5.35,5.3
2025-01-22,16:00:00,USDCNY.IB,30D,ATM,4.4,4.9,4.65
2025-01-22,16:00:00,USDCNY.IB,360D,ATM,5.425,5.5,5.4417
2025-01-22,16:00:00,USDCNY.IB,540D,ATM,5.4,5.8,5.6
2025-01-22,16:00:00,USDCNY.IB,720D,ATM,5.5,5.8,5.65
2025-01-22,16:00:00,USDCNY.IB,7D,ATM,4.0,6.0,5.0
2025-01-22,16:00:00,USDCNY.IB,90D,ATM,4.8,5.15,5.08
2025-01-23,16:00:00,USDCNY.IB,180D,ATM,5.125,5.2,5.2
2025-01-23,16:00:00,USDCNY.IB,30D,ATM,4.5396,4.5396,4.5396
2025-01-23,16:00:00,USDCNY.IB,360D,ATM,5.15,5.4,5.275
2025-01-23,16:00:00,USDCNY.IB,540D,ATM,5.25,5.8,5.525
2025-01-23,16:00:00,USDCNY.IB,720D,ATM,5.35,5.8,5.575
2025-01-23,16:00:00,USDCNY.IB,7D,ATM,2.0,8.0,5.0
2025-01-23,16:00:00,USDCNY.IB,90D,ATM,4.85,4.95,4.9179
2025-01-24,16:00:00,USDCNY.IB,180D,ATM,5.1,5.25,5.1815
2025-01-24,16:00:00,USDCNY.IB,30D,ATM,4.725,4.8,4.7944
2025-01-24,16:00:00,USDCNY.IB,360D,ATM,5.25,5.3,5.2646
2025-01-24,16:00:00,USDCNY.IB,540D,ATM,5.25,5.8,5.525
2025-01-24,16:00:00,USDCNY.IB,720D,ATM,5.35,5.8,5.575
2025-01-24,16:00:00,USDCNY.IB,7D,ATM,4.5,5.3,4.8667
2025-01-24,16:00:00,USDCNY.IB,90D,ATM,4.75,4.95,4.95
2025-01-27,16:00:00,USDCNY.IB,180D,ATM,5.05,5.25,5.2
2025-01-27,16:00:00,USDCNY.IB,30D,ATM,4.5,5.1,4.8
2025-01-27,16:00:00,USDCNY.IB,360D,ATM,5.175,5.4,5.2875
2025-01-27,16:00:00,USDCNY.IB,540D,ATM,5.2,5.7,5.45
2025-01-27,16:00:00,USDCNY.IB,720D,ATM,5.3,5.7,5.5
2025-01-27,16:00:00,USDCNY.IB,7D,ATM,4.0,6.0,5.0
2025-01-27,16:00:00,USDCNY.IB,90D,ATM,4.75,5.175,4.9625
2025-02-05,16:00:00,USDCNY.IB,180D,ATM,5.2,5.3,5.2789
2025-02-05,16:00:00,USDCNY.IB,30D,ATM,4.6,5.0,4.7875
2025-02-05,16:00:00,USDCNY.IB,360D,ATM,5.35,5.45,5.4257
2025-02-05,16:00:00,USDCNY.IB,540D,ATM,5.2,5.7,5.45
2025-02-05,16:00:00,USDCNY.IB,720D,ATM,5.3,5.7,5.5
2025-02-05,16:00:00,USDCNY.IB,7D,ATM,4.5,5.3,5.0601
2025-02-05,16:00:00,USDCNY.IB,90D,ATM,4.75,5.1,5.0
2025-02-06,16:00:00,USDCNY.IB,180D,ATM,5.1,5.4,5.2
2025-02-06,16:00:00,USDCNY.IB,30D,ATM,4.5,4.75,4.6445
2025-02-06,16:00:00,USDCNY.IB,360D,ATM,5.25,5.55,5.3576
2025-02-06,16:00:00,USDCNY.IB,540D,ATM,5.25,5.7,5.475
2025-02-06,16:00:00,USDCNY.IB,720D,ATM,5.3,5.7,5.5
2025-02-06,16:00:00,USDCNY.IB,7D,ATM,4.5,5.0,4.8
2025-02-06,16:00:00,USDCNY.IB,90D,ATM,4.8,5.0,4.9083
2025-02-07,16:00:00,USDCNY.IB,180D,ATM,5.0956,5.0956,5.0956
2025-02-07,16:00:00,USDCNY.IB,30D,ATM,4.3,4.7,4.5125
2025-02-07,16:00:00,USDCNY.IB,360D,ATM,5.225,5.3,5.2608
2025-02-07,16:00:00,USDCNY.IB,540D,ATM,5.2,5.6,5.4
2025-02-07,16:00:00,USDCNY.IB,720D,ATM,5.3,5.7,5.5
2025-02-07,16:00:00,USDCNY.IB,7D,ATM,4.5,4.9,4.6043
2025-02-07,16:00:00,USDCNY.IB,90D,ATM,4.65,5.0,4.725
2025-02-10,16:00:00,USDCNY.IB,180D,ATM,4.95,5.3,5.125
2025-02-10,16:00:00,USDCNY.IB,30D,ATM,4.35,4.85,4.5241
2025-02-10,16:00:00,USDCNY.IB,360D,ATM,5.25,5.3,5.275
2025-02-10,16:00:00,USDCNY.IB,540D,ATM,5.15,5.6,5.375
2025-02-10,16:00:00,USDCNY.IB,720D,ATM,5.25,5.7,5.475
2025-02-10,16:00:00,USDCNY.IB,7D,ATM,3.9,4.2,4.1333
2025-02-10,16:00:00,USDCNY.IB,90D,ATM,4.7636,4.7636,4.7636
2025-02-11,16:00:00,USDCNY.IB,180D,ATM,4.9464,4.9464,4.9464
2025-02-11,16:00:00,USDCNY.IB,30D,ATM,3.876,3.876,3.876
2025-02-11,16:00:00,USDCNY.IB,360D,ATM,5.0,5.1,5.0911
2025-02-11,16:00:00,USDCNY.IB,540D,ATM,5.1,5.5,5.3
2025-02-11,16:00:00,USDCNY.IB,720D,ATM,5.2,5.6,5.4
2025-02-11,16:00:00,USDCNY.IB,7D,ATM,3.3,3.7,3.4929
2025-02-11,16:00:00,USDCNY.IB,90D,ATM,4.4881,4.4881,4.4881
2025-02-13,16:00:00,USDCNY.IB,180D,ATM,4.65,4.95,4.8
2025-02-13,16:00:00,USDCNY.IB,30D,ATM,3.8,3.9,3.8241
2025-02-13,16:00:00,USDCNY.IB,360D,ATM,4.9962,4.9962,4.9962
2025-02-13,16:00:00,USDCNY.IB,540D,ATM,5.05,5.4,5.225
2025-02-13,16:00:00,USDCNY.IB,720D,ATM,5.15,5.55,5.35
2025-02-13,16:00:00,USDCNY.IB,7D,ATM,3.6,4.2,3.7805
2025-02-13,16:00:00,USDCNY.IB,90D,ATM,4.4717,4.4717,4.4717
2025-02-14,16:00:00,USDCNY.IB,180D,ATM,4.7135,4.7135,4.7135
2025-02-14,16:00:00,USDCNY.IB,30D,ATM,3.8,3.9,3.8
2025-02-14,16:00:00,USDCNY.IB,360D,ATM,4.9,4.9,4.9
2025-02-14,16:00:00,USDCNY.IB,540D,ATM,5.0,5.3,5.15
2025-02-14,16:00:00,USDCNY.IB,720D,ATM,5.1,5.45,5.275
2025-02-14,16:00:00,USDCNY.IB,7D,ATM,3.7,4.1,3.7001
2025-02-14,16:00:00,USDCNY.IB,90D,ATM,4.2,4.6,4.375
2025-02-17,16:00:00,USDCNY.IB,180D,ATM,4.725,4.725,4.725
2025-02-17,16:00:00,USDCNY.IB,30D,ATM,3.9693,3.9693,3.9693
2025-02-17,16:00:00,USDCNY.IB,360D,ATM,4.85,5.0,4.925
2025-02-17,16:00:00,USDCNY.IB,540D,ATM,4.9,5.25,5.075
2025-02-17,16:00:00,USDCNY.IB,720D,ATM,5.05,5.4,5.225
2025-02-17,16:00:00,USDCNY.IB,7D,ATM,4.025,4.025,4.025
2025-02-17,16:00:00,USDCNY.IB,90D,ATM,4.3,4.6,4.4
2025-02-18,16:00:00,USDCNY.IB,180D,ATM,4.6,4.7,4.6531
2025-02-18,16:00:00,USDCNY.IB,30D,ATM,3.725,3.725,3.725
2025-02-18,16:00:00,USDCNY.IB,360D,ATM,4.8604,4.8604,4.8604
2025-02-18,16:00:00,USDCNY.IB,540D,ATM,4.85,5.25,5.05
2025-02-18,16:00:00,USDCNY.IB,720D,ATM,5.0,5.4,5.2
2025-02-18,16:00:00,USDCNY.IB,7D,ATM,3.3,3.6,3.45
2025-02-18,16:00:00,USDCNY.IB,90D,ATM,4.25,4.55,4.3598
2025-02-19,16:00:00,USDCNY.IB,180D,ATM,4.6,4.6,4.6
2025-02-19,16:00:00,USDCNY.IB,30D,ATM,3.6255,3.6255,3.6255
2025-02-19,16:00:00,USDCNY.IB,360D,ATM,4.65,5.05,4.8388
2025-02-19,16:00:00,USDCNY.IB,540D,ATM,4.8,5.25,5.025
2025-02-19,16:00:00,USDCNY.IB,720D,ATM,4.95,5.4,5.175
2025-02-19,16:00:00,USDCNY.IB,7D,ATM,3.0,3.6,3.35
2025-02-19,16:00:00,USDCNY.IB,90D,ATM,4.2,4.2,4.2
2025-02-20,16:00:00,USDCNY.IB,180D,ATM,4.575,4.675,4.625
2025-02-20,16:00:00,USDCNY.IB,30D,ATM,3.75,3.9,3.8275
2025-02-20,16:00:00,USDCNY.IB,360D,ATM,4.85,4.85,4.85
2025-02-20,16:00:00,USDCNY.IB,540D,ATM,4.8,5.25,5.025
2025-02-20,16:00:00,USDCNY.IB,720D,ATM,4.95,5.4,5.175
2025-02-20,16:00:00,USDCNY.IB,7D,ATM,3.4,3.9,3.6972
2025-02-20,16:00:00,USDCNY.IB,90D,ATM,4.25,4.25,4.25
2025-02-21,16:00:00,USDCNY.IB,180D,ATM,4.5926,4.5926,4.5926
2025-02-21,16:00:00,USDCNY.IB,30D,ATM,4.0029,4.0029,4.0029
2025-02-21,16:00:00,USDCNY.IB,360D,ATM,4.825,4.825,4.825
2025-02-21,16:00:00,USDCNY.IB,540D,ATM,4.8,5.25,5.025
2025-02-21,16:00:00,USDCNY.IB,720D,ATM,4.95,5.4,5.175
2025-02-21,16:00:00,USDCNY.IB,7D,ATM,4.0,4.4,4.3
2025-02-21,16:00:00,USDCNY.IB,90D,ATM,4.3125,4.3125,4.3125
2025-02-24,16:00:00,USDCNY.IB,180D,ATM,4.575,4.575,4.575
2025-02-24,16:00:00,USDCNY.IB,30D,ATM,4.075,4.075,4.075
2025-02-24,16:00:00,USDCNY.IB,360D,ATM,4.775,4.775,4.775
2025-02-24,16:00:00,USDCNY.IB,540D,ATM,4.8,5.2,5.0
2025-02-24,16:00:00,USDCNY.IB,720D,ATM,4.95,5.35,5.15
2025-02-24,16:00:00,USDCNY.IB,7D,ATM,4.0,4.6,4.385
2025-02-24,16:00:00,USDCNY.IB,90D,ATM,4.1,4.5,4.3
2025-02-25,16:00:00,USDCNY.IB,180D,ATM,4.5548,4.5548,4.5548
2025-02-25,16:00:00,USDCNY.IB,30D,ATM,3.75,4.0,3.88
2025-02-25,16:00:00,USDCNY.IB,360D,ATM,4.6,4.9,4.7441
2025-02-25,16:00:00,USDCNY.IB,540D,ATM,4.7,5.1,4.9
2025-02-25,16:00:00,USDCNY.IB,720D,ATM,4.85,5.25,5.05
2025-02-25,16:00:00,USDCNY.IB,7D,ATM,3.5,4.0,3.8
2025-02-25,16:00:00,USDCNY.IB,90D,ATM,4.0,4.4,4.2
2025-02-26,16:00:00,USDCNY.IB,180D,ATM,4.5708,4.5708,4.5708
2025-02-26,16:00:00,USDCNY.IB,30D,ATM,3.8971,3.8971,3.8971
2025-02-26,16:00:00,USDCNY.IB,360D,ATM,4.7633,4.7633,4.7633
2025-02-26,16:00:00,USDCNY.IB,540D,ATM,4.7,5.1,4.9
2025-02-26,16:00:00,USDCNY.IB,720D,ATM,4.85,5.25,5.05
2025-02-26,16:00:00,USDCNY.IB,7D,ATM,3.8,4.3,4.0
2025-02-26,16:00:00,USDCNY.IB,90D,ATM,4.05,4.4,4.3
2025-02-27,16:00:00,USDCNY.IB,180D,ATM,4.625,4.625,4.625
2025-02-27,16:00:00,USDCNY.IB,30D,ATM,4.0903,4.0903,4.0903
2025-02-27,16:00:00,USDCNY.IB,360D,ATM,4.8213,4.8213,4.8213
2025-02-27,16:00:00,USDCNY.IB,540D,ATM,4.7,5.1,4.9
2025-02-27,16:00:00,USDCNY.IB,720D,ATM,4.85,5.25,5.05
2025-02-27,16:00:00,USDCNY.IB,7D,ATM,3.7,4.0,3.85
2025-02-27,16:00:00,USDCNY.IB,90D,ATM,4.25,4.45,4.3214
2025-02-28,16:00:00,USDCNY.IB,180D,ATM,4.7525,4.7525,4.7525
2025-02-28,16:00:00,USDCNY.IB,30D,ATM,4.29,4.29,4.29
2025-02-28,16:00:00,USDCNY.IB,360D,ATM,4.9996,4.9996,4.9996
2025-02-28,16:00:00,USDCNY.IB,540D,ATM,4.8,5.25,5.025
2025-02-28,16:00:00,USDCNY.IB,720D,ATM,4.85,5.3,5.075
2025-02-28,16:00:00,USDCNY.IB,7D,ATM,4.1,4.1,4.1
2025-02-28,16:00:00,USDCNY.IB,90D,ATM,4.4413,4.4413,4.4413
2025-03-03,16:00:00,USDCNY.IB,180D,ATM,4.7966,4.7966,4.7966
2025-03-03,16:00:00,USDCNY.IB,30D,ATM,4.1675,4.1675,4.1675
2025-03-03,16:00:00,USDCNY.IB,360D,ATM,4.8,5.15,4.9787
2025-03-03,16:00:00,USDCNY.IB,540D,ATM,4.85,5.3,5.075
2025-03-03,16:00:00,USDCNY.IB,720D,ATM,4.85,5.35,5.1
2025-03-03,16:00:00,USDCNY.IB,7D,ATM,3.7,4.0,4.0
2025-03-03,16:00:00,USDCNY.IB,90D,ATM,4.5,4.5,4.5
2025-03-04,16:00:00,USDCNY.IB,180D,ATM,4.8267,4.8267,4.8267
