date,time,windcode,term,voltype,bidvol,askvol,midvol
2025-03-04,16:00:00,USDCNY.IB,30D,ATM,4.15,4.4,4.3001
2025-03-04,16:00:00,USDCNY.IB,360D,ATM,5.0087,5.0087,5.0087
2025-03-04,16:00:00,USDCNY.IB,540D,ATM,4.9,5.35,5.125
2025-03-04,16:00:00,USDCNY.IB,720D,ATM,4.9,5.4,5.15
2025-03-04,16:00:00,USDCNY.IB,7D,ATM,3.8,4.3,4.1001
2025-03-04,16:00:00,USDCNY.IB,90D,ATM,4.6,4.6,4.6
2025-03-05,16:00:00,USDCNY.IB,180D,ATM,4.7,4.95,4.805
2025-03-05,16:00:00,USDCNY.IB,30D,ATM,4.3611,4.3611,4.3611
2025-03-05,16:00:00,USDCNY.IB,360D,ATM,4.9833,4.9833,4.9833
2025-03-05,16:00:00,USDCNY.IB,540D,ATM,4.95,5.35,5.15
2025-03-05,16:00:00,USDCNY.IB,720D,ATM,4.95,5.45,5.2
2025-03-05,16:00:00,USDCNY.IB,7D,ATM,4.2,4.5,4.25
2025-03-05,16:00:00,USDCNY.IB,90D,ATM,4.55,4.55,4.55
2025-03-06,16:00:00,USDCNY.IB,180D,ATM,4.7,4.95,4.839
2025-03-06,16:00:00,USDCNY.IB,30D,ATM,4.4083,4.4083,4.4083
2025-03-06,16:00:00,USDCNY.IB,360D,ATM,4.996,4.996,4.996
2025-03-06,16:00:00,USDCNY.IB,540D,ATM,4.95,5.35,5.15
2025-03-06,16:00:00,USDCNY.IB,720D,ATM,4.95,5.45,5.2
2025-03-06,16:00:00,USDCNY.IB,7D,ATM,4.3,4.8,4.6207
2025-03-06,16:00:00,USDCNY.IB,90D,ATM,4.625,4.625,4.625
2025-03-07,16:00:00,USDCNY.IB,180D,ATM,4.65,4.95,4.8
2025-03-07,16:00:00,USDCNY.IB,30D,ATM,4.15,4.6,4.3536
2025-03-07,16:00:00,USDCNY.IB,360D,ATM,4.8,5.15,4.975
2025-03-07,16:00:00,USDCNY.IB,540D,ATM,4.95,5.35,5.15
2025-03-07,16:00:00,USDCNY.IB,720D,ATM,4.95,5.45,5.2
2025-03-07,16:00:00,USDCNY.IB,7D,ATM,4.2,4.6,4.3643
2025-03-07,16:00:00,USDCNY.IB,90D,ATM,4.4,4.75,4.585
2025-03-10,16:00:00,USDCNY.IB,180D,ATM,4.7,4.8,4.7603
2025-03-10,16:00:00,USDCNY.IB,30D,ATM,4.25,4.25,4.25
2025-03-10,16:00:00,USDCNY.IB,360D,ATM,4.9411,4.9411,4.9411
2025-03-10,16:00:00,USDCNY.IB,540D,ATM,4.95,5.35,5.15
2025-03-10,16:00:00,USDCNY.IB,720D,ATM,4.95,5.45,5.2
2025-03-10,16:00:00,USDCNY.IB,7D,ATM,3.8,4.7,4.2813
2025-03-10,16:00:00,USDCNY.IB,90D,ATM,4.4,4.7,4.4953
2025-03-11,16:00:00,USDCNY.IB,180D,ATM,4.725,4.85,4.7512
2025-03-11,16:00:00,USDCNY.IB,30D,ATM,4.2,4.5,4.3001
2025-03-11,16:00:00,USDCNY.IB,360D,ATM,4.95,4.95,4.95
2025-03-11,16:00:00,USDCNY.IB,540D,ATM,4.95,5.35,5.15
2025-03-11,16:00:00,USDCNY.IB,720D,ATM,4.95,5.45,5.2
2025-03-11,16:00:00,USDCNY.IB,7D,ATM,3.9,4.5,4.1366
2025-03-11,16:00:00,USDCNY.IB,90D,ATM,4.4,4.7,4.534
2025-03-12,16:00:00,USDCNY.IB,180D,ATM,4.65,4.75,4.7
2025-03-12,16:00:00,USDCNY.IB,30D,ATM,4.3,4.3,4.3
2025-03-12,16:00:00,USDCNY.IB,360D,ATM,4.85,4.95,4.925
2025-03-12,16:00:00,USDCNY.IB,540D,ATM,4.95,5.35,5.15
2025-03-12,16:00:00,USDCNY.IB,720D,ATM,4.95,5.45,5.2
2025-03-12,16:00:00,USDCNY.IB,7D,ATM,3.9,4.8,4.2876
2025-03-12,16:00:00,USDCNY.IB,90D,ATM,4.425,4.525,4.475
2025-03-13,16:00:00,USDCNY.IB,180D,ATM,4.6316,4.6316,4.6316
2025-03-13,16:00:00,USDCNY.IB,30D,ATM,4.1,4.1,4.1
2025-03-13,16:00:00,USDCNY.IB,360D,ATM,4.85,4.85,4.85
2025-03-13,16:00:00,USDCNY.IB,540D,ATM,4.85,5.25,5.05
2025-03-13,16:00:00,USDCNY.IB,720D,ATM,4.9,5.35,5.125
2025-03-13,16:00:00,USDCNY.IB,7D,ATM,3.9916,3.9916,3.9916
2025-03-13,16:00:00,USDCNY.IB,90D,ATM,4.25,4.35,4.3451
2025-03-14,16:00:00,USDCNY.IB,180D,ATM,4.4,4.7,4.55
2025-03-14,16:00:00,USDCNY.IB,30D,ATM,3.8,4.1,4.0275
2025-03-14,16:00:00,USDCNY.IB,360D,ATM,4.6,4.9,4.75
2025-03-14,16:00:00,USDCNY.IB,540D,ATM,4.85,5.25,5.05
2025-03-14,16:00:00,USDCNY.IB,720D,ATM,4.9,5.35,5.125
2025-03-14,16:00:00,USDCNY.IB,7D,ATM,3.7,4.1,3.956
2025-03-14,16:00:00,USDCNY.IB,90D,ATM,4.1,4.45,4.265
2025-03-17,16:00:00,USDCNY.IB,180D,ATM,4.5,4.5,4.5
2025-03-17,16:00:00,USDCNY.IB,30D,ATM,3.9807,3.9807,3.9807
2025-03-17,16:00:00,USDCNY.IB,360D,ATM,4.7375,4.7375,4.7375
2025-03-17,16:00:00,USDCNY.IB,540D,ATM,4.85,5.25,5.05
2025-03-17,16:00:00,USDCNY.IB,720D,ATM,4.9,5.35,5.125
2025-03-17,16:00:00,USDCNY.IB,7D,ATM,3.8,4.0,3.9447
2025-03-17,16:00:00,USDCNY.IB,90D,ATM,4.05,4.45,4.25
2025-03-18,16:00:00,USDCNY.IB,180D,ATM,4.425,4.475,4.4584
2025-03-18,16:00:00,USDCNY.IB,30D,ATM,3.7,4.3,3.9887
2025-03-18,16:00:00,USDCNY.IB,360D,ATM,4.55,4.85,4.6603
2025-03-18,16:00:00,USDCNY.IB,540D,ATM,4.6,5.0,4.8
2025-03-18,16:00:00,USDCNY.IB,720D,ATM,4.7,5.0,4.85
2025-03-18,16:00:00,USDCNY.IB,7D,ATM,3.85,4.1,3.9519
2025-03-18,16:00:00,USDCNY.IB,90D,ATM,3.9,4.25,4.1
2025-03-19,16:00:00,USDCNY.IB,180D,ATM,4.25,4.55,4.3875
2025-03-19,16:00:00,USDCNY.IB,30D,ATM,3.75,4.2,3.9944
2025-03-19,16:00:00,USDCNY.IB,360D,ATM,4.62,4.62,4.62
2025-03-19,16:00:00,USDCNY.IB,540D,ATM,4.6,5.0,4.8
2025-03-19,16:00:00,USDCNY.IB,720D,ATM,4.7,5.0,4.85
2025-03-19,16:00:00,USDCNY.IB,7D,ATM,3.95,4.1,4.0234
2025-03-19,16:00:00,USDCNY.IB,90D,ATM,4.0,4.2,4.1005
2025-03-20,16:00:00,USDCNY.IB,180D,ATM,4.3392,4.3392,4.3392
2025-03-20,16:00:00,USDCNY.IB,30D,ATM,3.7616,3.7616,3.7616
2025-03-20,16:00:00,USDCNY.IB,360D,ATM,4.5954,4.5954,4.5954
2025-03-20,16:00:00,USDCNY.IB,540D,ATM,4.6,5.0,4.8
2025-03-20,16:00:00,USDCNY.IB,720D,ATM,4.7,5.0,4.85
2025-03-20,16:00:00,USDCNY.IB,7D,ATM,3.4,3.8,3.7448
2025-03-20,16:00:00,USDCNY.IB,90D,ATM,4.0241,4.0241,4.0241
2025-03-21,16:00:00,USDCNY.IB,180D,ATM,4.1,4.7,4.3964
2025-03-21,16:00:00,USDCNY.IB,30D,ATM,3.67,4.28,3.9962
2025-03-21,16:00:00,USDCNY.IB,360D,ATM,4.575,4.65,4.6171
2025-03-21,16:00:00,USDCNY.IB,540D,ATM,5.0,5.6,5.3
2025-03-21,16:00:00,USDCNY.IB,720D,ATM,5.0,5.6,5.3
2025-03-21,16:00:00,USDCNY.IB,7D,ATM,3.65,4.25,3.95
2025-03-21,16:00:00,USDCNY.IB,90D,ATM,3.8,4.4,4.0986
2025-03-24,16:00:00,USDCNY.IB,180D,ATM,4.375,4.475,4.4417
2025-03-24,16:00:00,USDCNY.IB,30D,ATM,3.73,4.33,4.0
2025-03-24,16:00:00,USDCNY.IB,360D,ATM,4.6,4.7,4.6517
2025-03-24,16:00:00,USDCNY.IB,540D,ATM,5.05,5.65,5.35
2025-03-24,16:00:00,USDCNY.IB,720D,ATM,5.05,5.65,5.35
2025-03-24,16:00:00,USDCNY.IB,7D,ATM,3.55,4.15,3.8835
2025-03-24,16:00:00,USDCNY.IB,90D,ATM,3.85,4.45,4.1532
2025-03-25,16:00:00,USDCNY.IB,180D,ATM,4.4,4.6,4.4777
2025-03-25,16:00:00,USDCNY.IB,30D,ATM,3.75,4.35,4.05
2025-03-25,16:00:00,USDCNY.IB,360D,ATM,4.7,4.75,4.7
2025-03-25,16:00:00,USDCNY.IB,540D,ATM,5.1,5.7,5.4
2025-03-25,16:00:00,USDCNY.IB,720D,ATM,5.1,5.7,5.4
2025-03-25,16:00:00,USDCNY.IB,7D,ATM,3.85,3.95,3.9114
2025-03-25,16:00:00,USDCNY.IB,90D,ATM,4.175,4.275,4.228
2025-03-26,16:00:00,USDCNY.IB,180D,ATM,4.17,4.78,4.475
2025-03-26,16:00:00,USDCNY.IB,30D,ATM,3.75,4.35,4.0125
2025-03-26,16:00:00,USDCNY.IB,360D,ATM,4.38,4.97,4.7
2025-03-26,16:00:00,USDCNY.IB,540D,ATM,5.08,5.67,5.375
2025-03-26,16:00:00,USDCNY.IB,720D,ATM,5.08,5.67,5.375
2025-03-26,16:00:00,USDCNY.IB,7D,ATM,4.05,4.2,4.0625
2025-03-26,16:00:00,USDCNY.IB,90D,ATM,4.1819,4.1819,4.1819
2025-03-27,16:00:00,USDCNY.IB,180D,ATM,4.475,4.575,4.525
2025-03-27,16:00:00,USDCNY.IB,30D,ATM,3.9332,3.9332,3.9332
2025-03-27,16:00:00,USDCNY.IB,360D,ATM,4.4,5.0,4.7475
2025-03-27,16:00:00,USDCNY.IB,540D,ATM,5.1,5.7,5.4
2025-03-27,16:00:00,USDCNY.IB,720D,ATM,5.1,5.7,5.4
2025-03-27,16:00:00,USDCNY.IB,7D,ATM,3.9,4.2,4.075
2025-03-27,16:00:00,USDCNY.IB,90D,ATM,4.2186,4.2186,4.2186
2025-03-28,16:00:00,USDCNY.IB,180D,ATM,4.4,4.5,4.45
2025-03-28,16:00:00,USDCNY.IB,30D,ATM,3.8,3.9,3.8655
2025-03-28,16:00:00,USDCNY.IB,360D,ATM,4.575,4.7,4.6375
2025-03-28,16:00:00,USDCNY.IB,540D,ATM,5.05,5.65,5.35
2025-03-28,16:00:00,USDCNY.IB,720D,ATM,5.05,5.65,5.35
2025-03-28,16:00:00,USDCNY.IB,7D,ATM,3.75,4.2,4.075
2025-03-28,16:00:00,USDCNY.IB,90D,ATM,4.05,4.15,4.1026
2025-03-31,16:00:00,USDCNY.IB,180D,ATM,4.15,4.75,4.45
2025-03-31,16:00:00,USDCNY.IB,30D,ATM,3.875,4.0,3.9161
2025-03-31,16:00:00,USDCNY.IB,360D,ATM,4.35,4.95,4.65
2025-03-31,16:00:00,USDCNY.IB,540D,ATM,5.05,5.65,5.35
2025-03-31,16:00:00,USDCNY.IB,720D,ATM,5.05,5.65,5.35
2025-03-31,16:00:00,USDCNY.IB,7D,ATM,3.8,4.4,4.2
2025-03-31,16:00:00,USDCNY.IB,90D,ATM,4.1,4.175,4.1116
2025-04-01,16:00:00,USDCNY.IB,180D,ATM,4.4745,4.4745,4.4745
2025-04-01,16:00:00,USDCNY.IB,30D,ATM,3.65,4.25,3.95
2025-04-01,16:00:00,USDCNY.IB,360D,ATM,4.6726,4.6726,4.6726
2025-04-01,16:00:00,USDCNY.IB,540D,ATM,5.1,5.7,5.4
2025-04-01,16:00:00,USDCNY.IB,720D,ATM,5.1,5.7,5.4
2025-04-01,16:00:00,USDCNY.IB,7D,ATM,4.2,4.5,4.3
2025-04-01,16:00:00,USDCNY.IB,90D,ATM,3.9,4.5,4.1744
2025-04-02,16:00:00,USDCNY.IB,180D,ATM,4.425,4.525,4.49
2025-04-02,16:00:00,USDCNY.IB,30D,ATM,3.6,4.2,3.9407
2025-04-02,16:00:00,USDCNY.IB,360D,ATM,4.625,4.725,4.675
2025-04-02,16:00:00,USDCNY.IB,540D,ATM,5.08,5.67,5.375
2025-04-02,16:00:00,USDCNY.IB,720D,ATM,5.08,5.67,5.375
2025-04-02,16:00:00,USDCNY.IB,7D,ATM,4.0,4.4,4.1977
2025-04-02,16:00:00,USDCNY.IB,90D,ATM,4.15,4.225,4.1959
2025-04-03,16:00:00,USDCNY.IB,180D,ATM,4.548,4.548,4.548
2025-04-03,16:00:00,USDCNY.IB,30D,ATM,4.207,4.207,4.207
2025-04-03,16:00:00,USDCNY.IB,360D,ATM,4.7,4.7,4.7
2025-04-03,16:00:00,USDCNY.IB,540D,ATM,5.08,5.67,5.375
2025-04-03,16:00:00,USDCNY.IB,720D,ATM,5.08,5.67,5.375
2025-04-03,16:00:00,USDCNY.IB,7D,ATM,4.3,4.9,4.6001
2025-04-03,16:00:00,USDCNY.IB,90D,ATM,4.3636,4.3636,4.3636
2025-04-07,16:00:00,USDCNY.IB,180D,ATM,5.0,5.6,5.3
2025-04-07,16:00:00,USDCNY.IB,30D,ATM,5.0,6.4,5.7
2025-04-07,16:00:00,USDCNY.IB,360D,ATM,5.2,5.7,5.397
2025-04-07,16:00:00,USDCNY.IB,540D,ATM,5.0,5.8,5.4
2025-04-07,16:00:00,USDCNY.IB,720D,ATM,5.0,5.9,5.45
2025-04-07,16:00:00,USDCNY.IB,7D,ATM,5.0,8.0,6.5
2025-04-07,16:00:00,USDCNY.IB,90D,ATM,5.0,5.6,5.4
2025-04-08,16:00:00,USDCNY.IB,180D,ATM,5.2,5.55,5.4673
2025-04-08,16:00:00,USDCNY.IB,30D,ATM,5.2,5.7,5.6
2025-04-08,16:00:00,USDCNY.IB,360D,ATM,5.5773,5.5773,5.5773
2025-04-08,16:00:00,USDCNY.IB,540D,ATM,5.25,6.0,5.625
2025-04-08,16:00:00,USDCNY.IB,720D,ATM,5.25,6.0,5.625
2025-04-08,16:00:00,USDCNY.IB,7D,ATM,5.0,6.0,5.5
2025-04-08,16:00:00,USDCNY.IB,90D,ATM,5.2,5.7,5.5
2025-04-09,16:00:00,USDCNY.IB,180D,ATM,5.8,6.5,6.15
2025-04-09,16:00:00,USDCNY.IB,30D,ATM,5.5,8.0,5.8667
2025-04-09,16:00:00,USDCNY.IB,360D,ATM,5.9995,5.9995,5.9995
2025-04-09,16:00:00,USDCNY.IB,540D,ATM,5.5,6.5,6.0
2025-04-09,16:00:00,USDCNY.IB,720D,ATM,5.6,6.6,6.1
2025-04-09,16:00:00,USDCNY.IB,7D,ATM,5.5,8.0,5.9707
2025-04-09,16:00:00,USDCNY.IB,90D,ATM,5.2,6.7,6.0
2025-04-10,16:00:00,USDCNY.IB,180D,ATM,5.2,6.0,5.5535
2025-04-10,16:00:00,USDCNY.IB,30D,ATM,5.0,5.6,5.4643
2025-04-10,16:00:00,USDCNY.IB,360D,ATM,5.3,5.8,5.6375
2025-04-10,16:00:00,USDCNY.IB,540D,ATM,5.4,6.0,5.7
2025-04-10,16:00:00,USDCNY.IB,720D,ATM,5.5,6.1,5.8
2025-04-10,16:00:00,USDCNY.IB,7D,ATM,4.5,5.5,5.5
2025-04-10,16:00:00,USDCNY.IB,90D,ATM,5.2,5.7,5.4557
2025-04-11,16:00:00,USDCNY.IB,180D,ATM,5.425,5.425,5.425
2025-04-11,16:00:00,USDCNY.IB,30D,ATM,4.8,5.75,5.3
2025-04-11,16:00:00,USDCNY.IB,360D,ATM,5.5409,5.5409,5.5409
2025-04-11,16:00:00,USDCNY.IB,540D,ATM,5.35,5.8,5.575
2025-04-11,16:00:00,USDCNY.IB,720D,ATM,5.4,5.9,5.65
2025-04-11,16:00:00,USDCNY.IB,7D,ATM,5.0,5.8,5.416
2025-04-11,16:00:00,USDCNY.IB,90D,ATM,5.0,5.75,5.375
2025-04-14,16:00:00,USDCNY.IB,180D,ATM,5.3,5.3,5.3
2025-04-14,16:00:00,USDCNY.IB,30D,ATM,4.8,5.4,5.2731
2025-04-14,16:00:00,USDCNY.IB,360D,ATM,5.35,5.55,5.5
2025-04-14,16:00:00,USDCNY.IB,540D,ATM,5.3,5.8,5.55
2025-04-14,16:00:00,USDCNY.IB,720D,ATM,5.4,5.9,5.65
2025-04-14,16:00:00,USDCNY.IB,7D,ATM,4.8,5.7,5.4917
2025-04-14,16:00:00,USDCNY.IB,90D,ATM,5.0,5.4,5.2
2025-04-15,16:00:00,USDCNY.IB,180D,ATM,4.85,5.5,5.0318
2025-04-15,16:00:00,USDCNY.IB,30D,ATM,3.8,4.5,4.4
2025-04-15,16:00:00,USDCNY.IB,360D,ATM,4.7,5.25,5.2333
2025-04-15,16:00:00,USDCNY.IB,540D,ATM,5.55,5.55,5.55
2025-04-15,16:00:00,USDCNY.IB,720D,ATM,5.65,5.65,5.65
2025-04-15,16:00:00,USDCNY.IB,7D,ATM,3.7,4.2,4.0834
2025-04-15,16:00:00,USDCNY.IB,90D,ATM,4.0,4.95,4.8
2025-04-16,16:00:00,USDCNY.IB,180D,ATM,5.0784,5.0784,5.0784
2025-04-16,16:00:00,USDCNY.IB,30D,ATM,4.45,4.45,4.45
2025-04-16,16:00:00,USDCNY.IB,360D,ATM,5.3875,5.3875,5.3875
2025-04-16,16:00:00,USDCNY.IB,540D,ATM,5.35,5.35,5.35
2025-04-16,16:00:00,USDCNY.IB,720D,ATM,5.45,5.45,5.45
2025-04-16,16:00:00,USDCNY.IB,7D,ATM,3.7,4.5,3.9167
2025-04-16,16:00:00,USDCNY.IB,90D,ATM,4.85,4.85,4.85
2025-04-17,16:00:00,USDCNY.IB,180D,ATM,4.9996,4.9996,4.9996
2025-04-17,16:00:00,USDCNY.IB,30D,ATM,4.246,4.246,4.246
2025-04-17,16:00:00,USDCNY.IB,360D,ATM,5.25,5.25,5.25
2025-04-17,16:00:00,USDCNY.IB,540D,ATM,5.3,5.3,5.3
2025-04-17,16:00:00,USDCNY.IB,720D,ATM,5.4,5.4,5.4
2025-04-17,16:00:00,USDCNY.IB,7D,ATM,3.3,3.9,3.5786
2025-04-17,16:00:00,USDCNY.IB,90D,ATM,4.7333,4.7333,4.7333
2025-04-18,16:00:00,USDCNY.IB,180D,ATM,4.958,4.958,4.958
2025-04-18,16:00:00,USDCNY.IB,30D,ATM,4.05,4.25,4.169
2025-04-18,16:00:00,USDCNY.IB,360D,ATM,5.2,5.2,5.2
2025-04-18,16:00:00,USDCNY.IB,540D,ATM,5.325,5.325,5.325
2025-04-18,16:00:00,USDCNY.IB,720D,ATM,5.4,5.4,5.4
2025-04-18,16:00:00,USDCNY.IB,7D,ATM,3.2,3.6,3.4294
2025-04-18,16:00:00,USDCNY.IB,90D,ATM,4.5,4.85,4.675
2025-04-21,16:00:00,USDCNY.IB,180D,ATM,4.975,4.975,4.975
2025-04-21,16:00:00,USDCNY.IB,30D,ATM,4.2531,4.2531,4.2531
2025-04-21,16:00:00,USDCNY.IB,360D,ATM,5.175,5.175,5.175
2025-04-21,16:00:00,USDCNY.IB,540D,ATM,5.325,5.325,5.325
2025-04-21,16:00:00,USDCNY.IB,720D,ATM,5.4,5.4,5.4
2025-04-21,16:00:00,USDCNY.IB,7D,ATM,3.7,4.2,3.9013
2025-04-21,16:00:00,USDCNY.IB,90D,ATM,4.5,4.85,4.7571
2025-04-22,16:00:00,USDCNY.IB,180D,ATM,4.9351,4.9351,4.9351
2025-04-22,16:00:00,USDCNY.IB,30D,ATM,4.2493,4.2493,4.2493
2025-04-22,16:00:00,USDCNY.IB,360D,ATM,5.15,5.15,5.15
2025-04-22,16:00:00,USDCNY.IB,540D,ATM,5.275,5.275,5.275
2025-04-22,16:00:00,USDCNY.IB,720D,ATM,5.35,5.35,5.35
2025-04-22,16:00:00,USDCNY.IB,7D,ATM,3.2,4.0,3.5167
2025-04-22,16:00:00,USDCNY.IB,90D,ATM,4.5,4.85,4.6702
2025-04-23,16:00:00,USDCNY.IB,180D,ATM,4.96,4.96,4.96
2025-04-23,16:00:00,USDCNY.IB,30D,ATM,4.1,4.5,4.2661
2025-04-23,16:00:00,USDCNY.IB,360D,ATM,5.1,5.1,5.1
2025-04-23,16:00:00,USDCNY.IB,540D,ATM,5.275,5.275,5.275
2025-04-23,16:00:00,USDCNY.IB,720D,ATM,5.35,5.35,5.35
2025-04-23,16:00:00,USDCNY.IB,7D,ATM,3.65,3.75,3.6777
2025-04-23,16:00:00,USDCNY.IB,90D,ATM,4.5,4.85,4.675
2025-04-24,16:00:00,USDCNY.IB,180D,ATM,4.85,4.95,4.925
2025-04-24,16:00:00,USDCNY.IB,30D,ATM,4.225,4.225,4.225
2025-04-24,16:00:00,USDCNY.IB,360D,ATM,5.125,5.175,5.125
2025-04-24,16:00:00,USDCNY.IB,540D,ATM,5.05,5.5,5.275
2025-04-24,16:00:00,USDCNY.IB,720D,ATM,5.1,5.6,5.35
2025-04-24,16:00:00,USDCNY.IB,7D,ATM,3.5,4.7,3.8444
2025-04-24,16:00:00,USDCNY.IB,90D,ATM,4.55,4.8,4.625
2025-04-25,16:00:00,USDCNY.IB,180D,ATM,4.85,4.85,4.85
2025-04-25,16:00:00,USDCNY.IB,30D,ATM,4.1219,4.1219,4.1219
2025-04-25,16:00:00,USDCNY.IB,360D,ATM,5.05,5.05,5.05
2025-04-25,16:00:00,USDCNY.IB,540D,ATM,5.05,5.5,5.275
2025-04-25,16:00:00,USDCNY.IB,720D,ATM,5.1,5.6,5.35
2025-04-25,16:00:00,USDCNY.IB,7D,ATM,3.2,3.5,3.35
2025-04-25,16:00:00,USDCNY.IB,90D,ATM,4.45,4.75,4.575
2025-04-28,16:00:00,USDCNY.IB,180D,ATM,4.7,5.0,4.8503
2025-04-28,16:00:00,USDCNY.IB,30D,ATM,3.95,4.4,4.1
2025-04-28,16:00:00,USDCNY.IB,360D,ATM,4.9,5.2,5.0505
2025-04-28,16:00:00,USDCNY.IB,540D,ATM,5.05,5.5,5.275
2025-04-28,16:00:00,USDCNY.IB,720D,ATM,5.1,5.6,5.35
2025-04-28,16:00:00,USDCNY.IB,7D,ATM,3.4,3.4,3.4
2025-04-28,16:00:00,USDCNY.IB,90D,ATM,4.4,4.7,4.5503
2025-04-29,16:00:00,USDCNY.IB,180D,ATM,4.75,4.85,4.8375
2025-04-29,16:00:00,USDCNY.IB,30D,ATM,4.2286,4.2286,4.2286
2025-04-29,16:00:00,USDCNY.IB,360D,ATM,4.75,5.05,5.0111
2025-04-29,16:00:00,USDCNY.IB,540D,ATM,5.0,5.35,5.175
2025-04-29,16:00:00,USDCNY.IB,720D,ATM,5.0,5.5,5.25
2025-04-29,16:00:00,USDCNY.IB,7D,ATM,3.6,4.7,4.4
2025-04-29,16:00:00,USDCNY.IB,90D,ATM,4.55,4.7,4.65
2025-04-30,16:00:00,USDCNY.IB,180D,ATM,4.7,4.725,4.7232
2025-04-30,16:00:00,USDCNY.IB,30D,ATM,4.175,4.25,4.2042
2025-04-30,16:00:00,USDCNY.IB,360D,ATM,4.8,5.15,4.95
2025-04-30,16:00:00,USDCNY.IB,540D,ATM,5.0,5.35,5.175
2025-04-30,16:00:00,USDCNY.IB,720D,ATM,5.0,5.5,5.25
2025-04-30,16:00:00,USDCNY.IB,7D,ATM,3.6,5.0,4.45
2025-04-30,16:00:00,USDCNY.IB,90D,ATM,4.495,4.495,4.495
2025-05-06,16:00:00,USDCNY.IB,180D,ATM,4.6,4.8,4.7832
2025-05-06,16:00:00,USDCNY.IB,30D,ATM,4.6,4.6,4.6
2025-05-06,16:00:00,USDCNY.IB,360D,ATM,4.825,4.95,4.8952
2025-05-06,16:00:00,USDCNY.IB,540D,ATM,5.0,5.45,5.225
2025-05-06,16:00:00,USDCNY.IB,720D,ATM,5.0,5.55,5.275
2025-05-06,16:00:00,USDCNY.IB,7D,ATM,4.8,5.4,5.2485
2025-05-06,16:00:00,USDCNY.IB,90D,ATM,4.5958,4.5958,4.5958
2025-05-07,16:00:00,USDCNY.IB,180D,ATM,4.65,4.65,4.65
2025-05-07,16:00:00,USDCNY.IB,30D,ATM,4.5286,4.5286,4.5286
2025-05-07,16:00:00,USDCNY.IB,360D,ATM,4.75,4.9,4.825
2025-05-07,16:00:00,USDCNY.IB,540D,ATM,4.9,5.2,5.05
2025-05-07,16:00:00,USDCNY.IB,720D,ATM,5.0,5.35,5.175
2025-05-07,16:00:00,USDCNY.IB,7D,ATM,4.8,5.8,4.8001
2025-05-07,16:00:00,USDCNY.IB,90D,ATM,4.4,4.6,4.494
2025-05-08,16:00:00,USDCNY.IB,180D,ATM,4.5,4.85,4.65
2025-05-08,16:00:00,USDCNY.IB,30D,ATM,4.25,4.4,4.35
2025-05-08,16:00:00,USDCNY.IB,360D,ATM,4.85,4.85,4.85
2025-05-08,16:00:00,USDCNY.IB,540D,ATM,4.85,5.15,5.0
2025-05-08,16:00:00,USDCNY.IB,720D,ATM,4.9,5.3,5.1
2025-05-08,16:00:00,USDCNY.IB,7D,ATM,4.2,4.6,4.4913
2025-05-08,16:00:00,USDCNY.IB,90D,ATM,4.35,4.6,4.4943
2025-05-09,16:00:00,USDCNY.IB,180D,ATM,4.6,4.75,4.675
2025-05-09,16:00:00,USDCNY.IB,30D,ATM,4.3251,4.3251,4.3251
2025-05-09,16:00:00,USDCNY.IB,360D,ATM,4.8754,4.8754,4.8754
2025-05-09,16:00:00,USDCNY.IB,540D,ATM,4.85,5.15,5.0
2025-05-09,16:00:00,USDCNY.IB,720D,ATM,4.9,5.3,5.1
2025-05-09,16:00:00,USDCNY.IB,7D,ATM,4.25,4.8,4.3
2025-05-09,16:00:00,USDCNY.IB,90D,ATM,4.45,4.525,4.456
2025-05-12,16:00:00,USDCNY.IB,180D,ATM,4.625,4.7,4.6521
2025-05-12,16:00:00,USDCNY.IB,30D,ATM,4.35,4.5,4.3959
2025-05-12,16:00:00,USDCNY.IB,360D,ATM,4.8667,4.8667,4.8667
2025-05-12,16:00:00,USDCNY.IB,540D,ATM,4.85,5.15,5.0
2025-05-12,16:00:00,USDCNY.IB,720D,ATM,4.9,5.3,5.1
2025-05-12,16:00:00,USDCNY.IB,7D,ATM,4.1,4.9,4.7545
2025-05-12,16:00:00,USDCNY.IB,90D,ATM,4.3,4.7,4.4897
2025-05-13,16:00:00,USDCNY.IB,180D,ATM,4.35,4.6,4.517
2025-05-13,16:00:00,USDCNY.IB,30D,ATM,3.8,4.1,4.0787
2025-05-13,16:00:00,USDCNY.IB,360D,ATM,4.705,4.705,4.705
2025-05-13,16:00:00,USDCNY.IB,540D,ATM,4.55,5.05,4.8
2025-05-13,16:00:00,USDCNY.IB,720D,ATM,4.6,5.15,4.875
2025-05-13,16:00:00,USDCNY.IB,7D,ATM,3.8,4.5,4.445
2025-05-13,16:00:00,USDCNY.IB,90D,ATM,4.15,4.4,4.2973
2025-05-14,16:00:00,USDCNY.IB,180D,ATM,4.35,4.8,4.4445
2025-05-14,16:00:00,USDCNY.IB,30D,ATM,3.8,4.3,4.05
2025-05-14,16:00:00,USDCNY.IB,360D,ATM,4.575,5.0,4.65
2025-05-14,16:00:00,USDCNY.IB,540D,ATM,4.55,5.0,4.775
2025-05-14,16:00:00,USDCNY.IB,720D,ATM,4.6,5.1,4.85
2025-05-14,16:00:00,USDCNY.IB,7D,ATM,3.7,4.6,3.8833
2025-05-14,16:00:00,USDCNY.IB,90D,ATM,4.15,4.6,4.2944
