date,series,value,method,field
2025-12-29,USDCNY.IB:close,7.041,wsd,close
2025-12-30,USDCNY.IB:close,7.041,wsd,close
2025-12-31,USDCNY.IB:close,7.041,wsd,close
2020-01-02,USDCNH.FX:close,6.9595,wsd,close
2020-01-03,USDCNH.FX:close,6.9671,wsd,close
2020-01-06,USDCNH.FX:close,6.9693,wsd,close
2020-01-07,USDCNH.FX:close,6.9425,wsd,close
2020-01-08,USDCNH.FX:close,6.9368,wsd,close
2020-01-09,USDCNH.FX:close,6.9248,wsd,close
2020-01-10,USDCNH.FX:close,6.9138,wsd,close
2020-01-13,USDCNH.FX:close,6.8823,wsd,close
2020-01-14,USDCNH.FX:close,6.8895,wsd,close
2020-01-15,USDCNH.FX:close,6.892,wsd,close
2020-01-16,USDCNH.FX:close,6.8769,wsd,close
2020-01-17,USDCNH.FX:close,6.8669,wsd,close
2020-01-20,USDCNH.FX:close,6.8669,wsd,close
2020-01-21,USDCNH.FX:close,6.9095,wsd,close
2020-01-22,USDCNH.FX:close,6.9098,wsd,close
2020-01-23,USDCNH.FX:close,6.9292,wsd,close
2020-02-03,USDCNH.FX:close,7.0132,wsd,close
2020-02-04,USDCNH.FX:close,6.9911,wsd,close
2020-02-05,USDCNH.FX:close,6.9756,wsd,close
2020-02-06,USDCNH.FX:close,6.9789,wsd,close
2020-02-07,USDCNH.FX:close,7.0068,wsd,close
2020-02-10,USDCNH.FX:close,6.985,wsd,close
2020-02-11,USDCNH.FX:close,6.9708,wsd,close
2020-02-12,USDCNH.FX:close,6.974,wsd,close
2020-02-13,USDCNH.FX:close,6.9894,wsd,close
2020-02-14,USDCNH.FX:close,6.993,wsd,close
2020-02-17,USDCNH.FX:close,6.985,wsd,close
2020-02-18,USDCNH.FX:close,7.0078,wsd,close
2020-02-19,USDCNH.FX:close,7.0132,wsd,close
2020-02-20,USDCNH.FX:close,7.0451,wsd,close
2020-02-21,USDCNH.FX:close,7.0357,wsd,close
2020-02-24,USDCNH.FX:close,7.036,wsd,close
2020-02-25,USDCNH.FX:close,7.0277,wsd,close
2020-02-26,USDCNH.FX:close,7.0221,wsd,close
2020-02-27,USDCNH.FX:close,7.0104,wsd,close
2020-02-28,USDCNH.FX:close,6.9788,wsd,close
2020-03-02,USDCNH.FX:close,6.9626,wsd,close
2020-03-03,USDCNH.FX:close,6.9494,wsd,close
2020-03-04,USDCNH.FX:close,6.9232,wsd,close
2020-03-05,USDCNH.FX:close,6.9412,wsd,close
2020-03-06,USDCNH.FX:close,6.93,wsd,close
2020-03-09,USDCNH.FX:close,6.9524,wsd,close
2020-03-10,USDCNH.FX:close,6.9639,wsd,close
2020-03-11,USDCNH.FX:close,6.969,wsd,close
2020-03-12,USDCNH.FX:close,7.0274,wsd,close
2020-03-13,USDCNH.FX:close,7.0215,wsd,close
2020-03-16,USDCNH.FX:close,7.0121,wsd,close
2020-03-17,USDCNH.FX:close,7.0309,wsd,close
2020-03-18,USDCNH.FX:close,7.075,wsd,close
2020-03-19,USDCNH.FX:close,7.1575,wsd,close
2020-03-20,USDCNH.FX:close,7.1278,wsd,close
2020-03-23,USDCNH.FX:close,7.1198,wsd,close
2020-03-24,USDCNH.FX:close,7.0852,wsd,close
2020-03-25,USDCNH.FX:close,7.1286,wsd,close
2020-03-26,USDCNH.FX:close,7.0811,wsd,close
2020-03-27,USDCNH.FX:close,7.088,wsd,close
2020-03-30,USDCNH.FX:close,7.115,wsd,close
2020-03-31,USDCNH.FX:close,7.0939,wsd,close
2020-04-01,USDCNH.FX:close,7.1228,wsd,close
2020-04-02,USDCNH.FX:close,7.0926,wsd,close
2020-04-03,USDCNH.FX:close,7.1102,wsd,close
2020-04-07,USDCNH.FX:close,7.0672,wsd,close
2020-04-08,USDCNH.FX:close,7.0688,wsd,close
2020-04-09,USDCNH.FX:close,7.0599,wsd,close
2020-04-10,USDCNH.FX:close,7.0445,wsd,close
2020-04-13,USDCNH.FX:close,7.0542,wsd,close
2020-04-14,USDCNH.FX:close,7.0468,wsd,close
2020-04-15,USDCNH.FX:close,7.071,wsd,close
2020-04-16,USDCNH.FX:close,7.0882,wsd,close
2020-04-17,USDCNH.FX:close,7.0785,wsd,close
2020-04-20,USDCNH.FX:close,7.091,wsd,close
2020-04-21,USDCNH.FX:close,7.1035,wsd,close
2020-04-22,USDCNH.FX:close,7.101,wsd,close
2020-04-23,USDCNH.FX:close,7.0942,wsd,close
2020-04-24,USDCNH.FX:close,7.0906,wsd,close
2020-04-27,USDCNH.FX:close,7.0922,wsd,close
2020-04-28,USDCNH.FX:close,7.0887,wsd,close
2020-04-29,USDCNH.FX:close,7.0731,wsd,close
2020-04-30,USDCNH.FX:close,7.0813,wsd,close
2020-05-06,USDCNH.FX:close,7.13,wsd,close
2020-05-07,USDCNH.FX:close,7.0924,wsd,close
2020-05-08,USDCNH.FX:close,7.0941,wsd,close
2020-05-11,USDCNH.FX:close,7.1076,wsd,close
2020-05-12,USDCNH.FX:close,7.1081,wsd,close
2020-05-13,USDCNH.FX:close,7.1114,wsd,close
2020-05-14,USDCNH.FX:close,7.1106,wsd,close
2020-05-15,USDCNH.FX:close,7.1341,wsd,close
2020-05-18,USDCNH.FX:close,7.1192,wsd,close
2020-05-19,USDCNH.FX:close,7.1179,wsd,close
2020-05-20,USDCNH.FX:close,7.1068,wsd,close
2020-05-21,USDCNH.FX:close,7.1336,wsd,close
2020-05-22,USDCNH.FX:close,7.1492,wsd,close
2020-05-25,USDCNH.FX:close,7.1483,wsd,close
2020-05-26,USDCNH.FX:close,7.1463,wsd,close
2020-05-27,USDCNH.FX:close,7.1766,wsd,close
2020-05-28,USDCNH.FX:close,7.1702,wsd,close
2020-05-29,USDCNH.FX:close,7.1337,wsd,close
2020-06-01,USDCNH.FX:close,7.1261,wsd,close
2020-06-02,USDCNH.FX:close,7.1071,wsd,close
2020-06-03,USDCNH.FX:close,7.1186,wsd,close
2020-06-04,USDCNH.FX:close,7.1088,wsd,close
2020-06-05,USDCNH.FX:close,7.0707,wsd,close
2020-06-08,USDCNH.FX:close,7.0569,wsd,close
2020-06-09,USDCNH.FX:close,7.078,wsd,close
2020-06-10,USDCNH.FX:close,7.054,wsd,close
2020-06-11,USDCNH.FX:close,7.0802,wsd,close
2020-06-12,USDCNH.FX:close,7.076,wsd,close
2020-06-15,USDCNH.FX:close,7.073,wsd,close
2020-06-16,USDCNH.FX:close,7.0826,wsd,close
2020-06-17,USDCNH.FX:close,7.0762,wsd,close
2020-06-18,USDCNH.FX:close,7.0824,wsd,close
2020-06-19,USDCNH.FX:close,7.0775,wsd,close
2020-06-22,USDCNH.FX:close,7.0581,wsd,close
2020-06-23,USDCNH.FX:close,7.0606,wsd,close
2020-06-24,USDCNH.FX:close,7.0809,wsd,close
2020-06-29,USDCNH.FX:close,7.077,wsd,close
2020-06-30,USDCNH.FX:close,7.0708,wsd,close
2020-07-01,USDCNH.FX:close,7.0675,wsd,close
2020-07-02,USDCNH.FX:close,7.0674,wsd,close
2020-07-03,USDCNH.FX:close,7.0687,wsd,close
2020-07-06,USDCNH.FX:close,7.0134,wsd,close
2020-07-07,USDCNH.FX:close,7.0229,wsd,close
2020-07-08,USDCNH.FX:close,6.9985,wsd,close
2020-07-09,USDCNH.FX:close,6.9969,wsd,close
2020-07-10,USDCNH.FX:close,7.0111,wsd,close
2020-07-13,USDCNH.FX:close,7.0036,wsd,close
2020-07-14,USDCNH.FX:close,7.0112,wsd,close
2020-07-15,USDCNH.FX:close,6.9823,wsd,close
2020-07-16,USDCNH.FX:close,6.9951,wsd,close
2020-07-17,USDCNH.FX:close,6.9913,wsd,close
2020-07-20,USDCNH.FX:close,6.9874,wsd,close
2020-07-21,USDCNH.FX:close,6.9734,wsd,close
2020-07-22,USDCNH.FX:close,7.018,wsd,close
2020-07-23,USDCNH.FX:close,7.0118,wsd,close
2020-07-24,USDCNH.FX:close,7.016,wsd,close
2020-07-27,USDCNH.FX:close,7.0001,wsd,close
2020-07-28,USDCNH.FX:close,7.0067,wsd,close
2020-07-29,USDCNH.FX:close,6.9975,wsd,close
2020-07-30,USDCNH.FX:close,7.003,wsd,close
2020-07-31,USDCNH.FX:close,6.9903,wsd,close
2020-08-03,USDCNH.FX:close,6.9825,wsd,close
2020-08-04,USDCNH.FX:close,6.9742,wsd,close
2020-08-05,USDCNH.FX:close,6.944,wsd,close
2020-08-06,USDCNH.FX:close,6.9435,wsd,close
2020-08-07,USDCNH.FX:close,6.9674,wsd,close
2020-08-10,USDCNH.FX:close,6.9607,wsd,close
2020-08-11,USDCNH.FX:close,6.9428,wsd,close
2020-08-12,USDCNH.FX:close,6.933,wsd,close
2020-08-13,USDCNH.FX:close,6.949,wsd,close
2020-08-14,USDCNH.FX:close,6.9421,wsd,close
2020-08-17,USDCNH.FX:close,6.9327,wsd,close
2020-08-18,USDCNH.FX:close,6.9061,wsd,close
2020-08-19,USDCNH.FX:close,6.9232,wsd,close
2020-08-20,USDCNH.FX:close,6.9065,wsd,close
2020-08-21,USDCNH.FX:close,6.9212,wsd,close
2020-08-24,USDCNH.FX:close,6.9125,wsd,close
2020-08-25,USDCNH.FX:close,6.9043,wsd,close
2020-08-26,USDCNH.FX:close,6.8805,wsd,close
2020-08-27,USDCNH.FX:close,6.8884,wsd,close
2020-08-28,USDCNH.FX:close,6.8595,wsd,close
2020-08-31,USDCNH.FX:close,6.8479,wsd,close
2020-09-01,USDCNH.FX:close,6.8369,wsd,close
2020-09-02,USDCNH.FX:close,6.8333,wsd,close
2020-09-03,USDCNH.FX:close,6.8477,wsd,close
2020-09-04,USDCNH.FX:close,6.836,wsd,close
2020-09-07,USDCNH.FX:close,6.8329,wsd,close
2020-09-08,USDCNH.FX:close,6.8537,wsd,close
2020-09-09,USDCNH.FX:close,6.832,wsd,close
2020-09-10,USDCNH.FX:close,6.8451,wsd,close
2020-09-11,USDCNH.FX:close,6.8325,wsd,close
2020-09-14,USDCNH.FX:close,6.8085,wsd,close
2020-09-15,USDCNH.FX:close,6.7803,wsd,close
2020-09-16,USDCNH.FX:close,6.7454,wsd,close
2020-09-17,USDCNH.FX:close,6.754,wsd,close
2020-09-18,USDCNH.FX:close,6.7792,wsd,close
2020-09-21,USDCNH.FX:close,6.7928,wsd,close
2020-09-22,USDCNH.FX:close,6.7843,wsd,close
2020-09-23,USDCNH.FX:close,6.8258,wsd,close
2020-09-24,USDCNH.FX:close,6.8269,wsd,close
2020-09-25,USDCNH.FX:close,6.8234,wsd,close
2020-09-28,USDCNH.FX:close,6.8111,wsd,close
2020-09-29,USDCNH.FX:close,6.8163,wsd,close
2020-09-30,USDCNH.FX:close,6.7845,wsd,close
2020-10-09,USDCNH.FX:close,6.6907,wsd,close
2020-10-12,USDCNH.FX:close,6.743,wsd,close
2020-10-13,USDCNH.FX:close,6.7392,wsd,close
2020-10-14,USDCNH.FX:close,6.7133,wsd,close
2020-10-15,USDCNH.FX:close,6.7127,wsd,close
2020-10-16,USDCNH.FX:close,6.6965,wsd,close
2020-10-19,USDCNH.FX:close,6.6791,wsd,close
2020-10-20,USDCNH.FX:close,6.6641,wsd,close
2020-10-21,USDCNH.FX:close,6.6427,wsd,close
2020-10-22,USDCNH.FX:close,6.6711,wsd,close
2020-10-23,USDCNH.FX:close,6.6668,wsd,close
2020-10-26,USDCNH.FX:close,6.7005,wsd,close
2020-10-27,USDCNH.FX:close,6.7139,wsd,close
2020-10-28,USDCNH.FX:close,6.7284,wsd,close
2020-10-29,USDCNH.FX:close,6.7089,wsd,close
2020-10-30,USDCNH.FX:close,6.6964,wsd,close
2020-11-02,USDCNH.FX:close,6.6879,wsd,close
2020-11-03,USDCNH.FX:close,6.6803,wsd,close
2020-11-04,USDCNH.FX:close,6.6214,wsd,close
2020-11-05,USDCNH.FX:close,6.6066,wsd,close
2020-11-06,USDCNH.FX:close,6.5926,wsd,close
2020-11-09,USDCNH.FX:close,6.6159,wsd,close
2020-11-10,USDCNH.FX:close,6.599,wsd,close
2020-11-11,USDCNH.FX:close,6.6185,wsd,close
2020-11-12,USDCNH.FX:close,6.6173,wsd,close
2020-11-13,USDCNH.FX:close,6.5939,wsd,close
2020-11-16,USDCNH.FX:close,6.5718,wsd,close
2020-11-17,USDCNH.FX:close,6.5477,wsd,close
2020-11-18,USDCNH.FX:close,6.5626,wsd,close
2020-11-19,USDCNH.FX:close,6.5754,wsd,close
2020-11-20,USDCNH.FX:close,6.5515,wsd,close
2020-11-23,USDCNH.FX:close,6.5823,wsd,close
2020-11-24,USDCNH.FX:close,6.5752,wsd,close
2020-11-25,USDCNH.FX:close,6.5631,wsd,close
2020-11-26,USDCNH.FX:close,6.5697,wsd,close
2020-11-27,USDCNH.FX:close,6.5753,wsd,close
2020-11-30,USDCNH.FX:close,6.5846,wsd,close
2020-12-01,USDCNH.FX:close,6.5516,wsd,close
2020-12-02,USDCNH.FX:close,6.5425,wsd,close
2020-12-03,USDCNH.FX:close,6.5358,wsd,close
2020-12-04,USDCNH.FX:close,6.5169,wsd,close
2020-12-07,USDCNH.FX:close,6.5194,wsd,close
2020-12-08,USDCNH.FX:close,6.5204,wsd,close
2020-12-09,USDCNH.FX:close,6.5286,wsd,close
2020-12-10,USDCNH.FX:close,6.5356,wsd,close
2020-12-11,USDCNH.FX:close,6.5396,wsd,close
2020-12-14,USDCNH.FX:close,6.5291,wsd,close
2020-12-15,USDCNH.FX:close,6.5169,wsd,close
2020-12-16,USDCNH.FX:close,6.5127,wsd,close
2020-12-17,USDCNH.FX:close,6.5164,wsd,close
2020-12-18,USDCNH.FX:close,6.5189,wsd,close
2020-12-21,USDCNH.FX:close,6.5352,wsd,close
2020-12-22,USDCNH.FX:close,6.54,wsd,close
2020-12-23,USDCNH.FX:close,6.5328,wsd,close
2020-12-24,USDCNH.FX:close,6.5189,wsd,close
2020-12-25,USDCNH.FX:close,6.5196,wsd,close
2020-12-28,USDCNH.FX:close,6.532,wsd,close
2020-12-29,USDCNH.FX:close,6.5177,wsd,close
2020-12-30,USDCNH.FX:close,6.506,wsd,close
2020-12-31,USDCNH.FX:close,6.503,wsd,close
2021-01-04,USDCNH.FX:close,6.4549,wsd,close
2021-01-05,USDCNH.FX:close,6.437,wsd,close
2021-01-06,USDCNH.FX:close,6.4496,wsd,close
2021-01-07,USDCNH.FX:close,6.4715,wsd,close
2021-01-08,USDCNH.FX:close,6.4649,wsd,close
2021-01-11,USDCNH.FX:close,6.4793,wsd,close
2021-01-12,USDCNH.FX:close,6.4425,wsd,close
2021-01-13,USDCNH.FX:close,6.467,wsd,close
2021-01-14,USDCNH.FX:close,6.4649,wsd,close
2021-01-15,USDCNH.FX:close,6.4845,wsd,close
2021-01-18,USDCNH.FX:close,6.4954,wsd,close
2021-01-19,USDCNH.FX:close,6.4813,wsd,close
2021-01-20,USDCNH.FX:close,6.4624,wsd,close
2021-01-21,USDCNH.FX:close,6.465,wsd,close
2021-01-22,USDCNH.FX:close,6.4974,wsd,close
2021-01-25,USDCNH.FX:close,6.4878,wsd,close
2021-01-26,USDCNH.FX:close,6.4727,wsd,close
2021-01-27,USDCNH.FX:close,6.4973,wsd,close
2021-01-28,USDCNH.FX:close,6.4752,wsd,close
2021-01-29,USDCNH.FX:close,6.4489,wsd,close
2021-02-01,USDCNH.FX:close,6.4754,wsd,close
2021-02-02,USDCNH.FX:close,6.4577,wsd,close
2021-02-03,USDCNH.FX:close,6.4581,wsd,close
2021-02-04,USDCNH.FX:close,6.4729,wsd,close
2021-02-05,USDCNH.FX:close,6.4589,wsd,close
2021-02-08,USDCNH.FX:close,6.4418,wsd,close
2021-02-09,USDCNH.FX:close,6.4198,wsd,close
2021-02-10,USDCNH.FX:close,6.4288,wsd,close
2021-02-18,USDCNH.FX:close,6.4601,wsd,close
2021-02-19,USDCNH.FX:close,6.4594,wsd,close
2021-02-22,USDCNH.FX:close,6.4664,wsd,close
2021-02-23,USDCNH.FX:close,6.4605,wsd,close
2021-02-24,USDCNH.FX:close,6.4477,wsd,close
2021-02-25,USDCNH.FX:close,6.4896,wsd,close
2021-02-26,USDCNH.FX:close,6.4813,wsd,close
2021-03-01,USDCNH.FX:close,6.4696,wsd,close
2021-03-02,USDCNH.FX:close,6.4749,wsd,close
2021-03-03,USDCNH.FX:close,6.4772,wsd,close
2021-03-04,USDCNH.FX:close,6.4916,wsd,close
2021-03-05,USDCNH.FX:close,6.5171,wsd,close
2021-03-08,USDCNH.FX:close,6.5516,wsd,close
2021-03-09,USDCNH.FX:close,6.5193,wsd,close
2021-03-10,USDCNH.FX:close,6.4948,wsd,close
2021-03-11,USDCNH.FX:close,6.4786,wsd,close
2021-03-12,USDCNH.FX:close,6.4972,wsd,close
2021-03-15,USDCNH.FX:close,6.4979,wsd,close
2021-03-16,USDCNH.FX:close,6.5012,wsd,close
2021-03-17,USDCNH.FX:close,6.4862,wsd,close
2021-03-18,USDCNH.FX:close,6.5071,wsd,close
2021-03-19,USDCNH.FX:close,6.5076,wsd,close
2021-03-22,USDCNH.FX:close,6.5074,wsd,close
2021-03-23,USDCNH.FX:close,6.5199,wsd,close
2021-03-24,USDCNH.FX:close,6.5293,wsd,close
2021-03-25,USDCNH.FX:close,6.5483,wsd,close
2021-03-26,USDCNH.FX:close,6.5394,wsd,close
2021-03-29,USDCNH.FX:close,6.575,wsd,close
2021-03-30,USDCNH.FX:close,6.5724,wsd,close
2021-03-31,USDCNH.FX:close,6.5649,wsd,close
2021-04-01,USDCNH.FX:close,6.5753,wsd,close
2021-04-02,USDCNH.FX:close,6.5766,wsd,close
2021-04-06,USDCNH.FX:close,6.5427,wsd,close
2021-04-07,USDCNH.FX:close,6.5489,wsd,close
2021-04-08,USDCNH.FX:close,6.5566,wsd,close
2021-04-09,USDCNH.FX:close,6.5586,wsd,close
2021-04-12,USDCNH.FX:close,6.548,wsd,close
2021-04-13,USDCNH.FX:close,6.5438,wsd,close
2021-04-14,USDCNH.FX:close,6.532,wsd,close
2021-04-15,USDCNH.FX:close,6.527,wsd,close
2021-04-16,USDCNH.FX:close,6.527,wsd,close
2021-04-19,USDCNH.FX:close,6.5091,wsd,close
2021-04-20,USDCNH.FX:close,6.5006,wsd,close
2021-04-21,USDCNH.FX:close,6.4899,wsd,close
2021-04-22,USDCNH.FX:close,6.4947,wsd,close
2021-04-23,USDCNH.FX:close,6.4897,wsd,close
2021-04-26,USDCNH.FX:close,6.4725,wsd,close
2021-04-27,USDCNH.FX:close,6.4802,wsd,close
2021-04-28,USDCNH.FX:close,6.476,wsd,close
2021-04-29,USDCNH.FX:close,6.4642,wsd,close
2021-04-30,USDCNH.FX:close,6.4742,wsd,close
2021-05-06,USDCNH.FX:close,6.4645,wsd,close
2021-05-07,USDCNH.FX:close,6.4159,wsd,close
2021-05-10,USDCNH.FX:close,6.4227,wsd,close
2021-05-11,USDCNH.FX:close,6.4286,wsd,close
2021-05-12,USDCNH.FX:close,6.459,wsd,close
2021-05-13,USDCNH.FX:close,6.4484,wsd,close
2021-05-14,USDCNH.FX:close,6.4399,wsd,close
2021-05-17,USDCNH.FX:close,6.4428,wsd,close
2021-05-18,USDCNH.FX:close,6.4233,wsd,close
2021-05-19,USDCNH.FX:close,6.4396,wsd,close
2021-05-20,USDCNH.FX:close,6.4317,wsd,close
2021-05-21,USDCNH.FX:close,6.4354,wsd,close
2021-05-24,USDCNH.FX:close,6.4097,wsd,close
2021-05-25,USDCNH.FX:close,6.4121,wsd,close
2021-05-26,USDCNH.FX:close,6.3802,wsd,close
2021-05-27,USDCNH.FX:close,6.3715,wsd,close
2021-05-28,USDCNH.FX:close,6.3598,wsd,close
2021-05-31,USDCNH.FX:close,6.3726,wsd,close
2021-06-01,USDCNH.FX:close,6.3844,wsd,close
2021-06-02,USDCNH.FX:close,6.3838,wsd,close
2021-06-03,USDCNH.FX:close,6.3997,wsd,close
2021-06-04,USDCNH.FX:close,6.3902,wsd,close
2021-06-07,USDCNH.FX:close,6.3868,wsd,close
2021-06-08,USDCNH.FX:close,6.4003,wsd,close
2021-06-09,USDCNH.FX:close,6.3869,wsd,close
2021-06-10,USDCNH.FX:close,6.3864,wsd,close
2021-06-11,USDCNH.FX:close,6.3963,wsd,close
2021-06-15,USDCNH.FX:close,6.4056,wsd,close
2021-06-16,USDCNH.FX:close,6.4397,wsd,close
2021-06-17,USDCNH.FX:close,6.4572,wsd,close
2021-06-18,USDCNH.FX:close,6.4633,wsd,close
2021-06-21,USDCNH.FX:close,6.4652,wsd,close
2021-06-22,USDCNH.FX:close,6.4804,wsd,close
2021-06-23,USDCNH.FX:close,6.4787,wsd,close
2021-06-24,USDCNH.FX:close,6.4708,wsd,close
2021-06-25,USDCNH.FX:close,6.4615,wsd,close
2021-06-28,USDCNH.FX:close,6.4605,wsd,close
2021-06-29,USDCNH.FX:close,6.4653,wsd,close
2021-06-30,USDCNH.FX:close,6.4679,wsd,close
2021-07-01,USDCNH.FX:close,6.4729,wsd,close
2021-07-02,USDCNH.FX:close,6.4718,wsd,close
2021-07-05,USDCNH.FX:close,6.4624,wsd,close
2021-07-06,USDCNH.FX:close,6.4784,wsd,close
2021-07-07,USDCNH.FX:close,6.4746,wsd,close
2021-07-08,USDCNH.FX:close,6.4925,wsd,close
2021-07-09,USDCNH.FX:close,6.4788,wsd,close
2021-07-12,USDCNH.FX:close,6.4756,wsd,close
2021-07-13,USDCNH.FX:close,6.4802,wsd,close
2021-07-14,USDCNH.FX:close,6.4586,wsd,close
2021-07-15,USDCNH.FX:close,6.4611,wsd,close
2021-07-16,USDCNH.FX:close,6.4768,wsd,close
2021-07-19,USDCNH.FX:close,6.4936,wsd,close
2021-07-20,USDCNH.FX:close,6.4882,wsd,close
2021-07-21,USDCNH.FX:close,6.4643,wsd,close
2021-07-22,USDCNH.FX:close,6.476,wsd,close
2021-07-23,USDCNH.FX:close,6.476,wsd,close
2021-07-26,USDCNH.FX:close,6.4836,wsd,close
2021-07-27,USDCNH.FX:close,6.5281,wsd,close
2021-07-28,USDCNH.FX:close,6.4857,wsd,close
2021-07-29,USDCNH.FX:close,6.4572,wsd,close
2021-07-30,USDCNH.FX:close,6.4627,wsd,close
2021-08-02,USDCNH.FX:close,6.4644,wsd,close
2021-08-03,USDCNH.FX:close,6.4664,wsd,close
2021-08-04,USDCNH.FX:close,6.4624,wsd,close
2021-08-05,USDCNH.FX:close,6.4625,wsd,close
2021-08-06,USDCNH.FX:close,6.4784,wsd,close
2021-08-09,USDCNH.FX:close,6.4873,wsd,close
2021-08-10,USDCNH.FX:close,6.4882,wsd,close
2021-08-11,USDCNH.FX:close,6.4761,wsd,close
2021-08-12,USDCNH.FX:close,6.4772,wsd,close
2021-08-13,USDCNH.FX:close,6.4772,wsd,close
2021-08-16,USDCNH.FX:close,6.4766,wsd,close
2021-08-17,USDCNH.FX:close,6.4916,wsd,close
2021-08-18,USDCNH.FX:close,6.485,wsd,close
2021-08-19,USDCNH.FX:close,6.5016,wsd,close
2021-08-20,USDCNH.FX:close,6.4996,wsd,close
2021-08-23,USDCNH.FX:close,6.4764,wsd,close
2021-08-24,USDCNH.FX:close,6.4694,wsd,close
2021-08-25,USDCNH.FX:close,6.4703,wsd,close
2021-08-26,USDCNH.FX:close,6.484,wsd,close
2021-08-27,USDCNH.FX:close,6.4627,wsd,close
2021-08-30,USDCNH.FX:close,6.4654,wsd,close
2021-08-31,USDCNH.FX:close,6.4544,wsd,close
2021-09-01,USDCNH.FX:close,6.4516,wsd,close
2021-09-02,USDCNH.FX:close,6.4483,wsd,close
2021-09-03,USDCNH.FX:close,6.4388,wsd,close
2021-09-06,USDCNH.FX:close,6.451,wsd,close
2021-09-07,USDCNH.FX:close,6.4615,wsd,close
2021-09-08,USDCNH.FX:close,6.458,wsd,close
2021-09-09,USDCNH.FX:close,6.4509,wsd,close
2021-09-10,USDCNH.FX:close,6.445,wsd,close
2021-09-13,USDCNH.FX:close,6.4419,wsd,close
2021-09-14,USDCNH.FX:close,6.4348,wsd,close
2021-09-15,USDCNH.FX:close,6.4274,wsd,close
2021-09-16,USDCNH.FX:close,6.4543,wsd,close
2021-09-17,USDCNH.FX:close,6.4725,wsd,close
2021-09-22,USDCNH.FX:close,6.4668,wsd,close
2021-09-23,USDCNH.FX:close,6.4624,wsd,close
2021-09-24,USDCNH.FX:close,6.4615,wsd,close
2021-09-27,USDCNH.FX:close,6.4591,wsd,close
2021-09-28,USDCNH.FX:close,6.4664,wsd,close
2021-09-29,USDCNH.FX:close,6.4772,wsd,close
2021-09-30,USDCNH.FX:close,6.4491,wsd,close
2021-10-08,USDCNH.FX:close,6.4456,wsd,close
2021-10-11,USDCNH.FX:close,6.4593,wsd,close
2021-10-12,USDCNH.FX:close,6.4557,wsd,close
2021-10-13,USDCNH.FX:close,6.4284,wsd,close
2021-10-14,USDCNH.FX:close,6.4358,wsd,close
2021-10-15,USDCNH.FX:close,6.4345,wsd,close
2021-10-18,USDCNH.FX:close,6.4284,wsd,close
2021-10-19,USDCNH.FX:close,6.3765,wsd,close
2021-10-20,USDCNH.FX:close,6.3949,wsd,close
2021-10-21,USDCNH.FX:close,6.3945,wsd,close
2021-10-22,USDCNH.FX:close,6.3839,wsd,close
2021-10-25,USDCNH.FX:close,6.3843,wsd,close
2021-10-26,USDCNH.FX:close,6.3783,wsd,close
2021-10-27,USDCNH.FX:close,6.3937,wsd,close
2021-10-28,USDCNH.FX:close,6.3888,wsd,close
2021-10-29,USDCNH.FX:close,6.4057,wsd,close
2021-11-01,USDCNH.FX:close,6.3944,wsd,close
2021-11-02,USDCNH.FX:close,6.4028,wsd,close
2021-11-03,USDCNH.FX:close,6.3949,wsd,close
2021-11-04,USDCNH.FX:close,6.3973,wsd,close
2021-11-05,USDCNH.FX:close,6.3944,wsd,close
2021-11-08,USDCNH.FX:close,6.3891,wsd,close
2021-11-09,USDCNH.FX:close,6.3898,wsd,close
2021-11-10,USDCNH.FX:close,6.3992,wsd,close
2021-11-11,USDCNH.FX:close,6.3915,wsd,close
2021-11-12,USDCNH.FX:close,6.3796,wsd,close
2021-11-15,USDCNH.FX:close,6.383,wsd,close
2021-11-16,USDCNH.FX:close,6.3909,wsd,close
2021-11-17,USDCNH.FX:close,6.3746,wsd,close
2021-11-18,USDCNH.FX:close,6.3811,wsd,close
2021-11-19,USDCNH.FX:close,6.391,wsd,close
2021-11-22,USDCNH.FX:close,6.3902,wsd,close
2021-11-23,USDCNH.FX:close,6.3907,wsd,close
2021-11-24,USDCNH.FX:close,6.3957,wsd,close
2021-11-25,USDCNH.FX:close,6.3877,wsd,close
2021-11-26,USDCNH.FX:close,6.3972,wsd,close
2021-11-29,USDCNH.FX:close,6.3861,wsd,close
2021-11-30,USDCNH.FX:close,6.3648,wsd,close
2021-12-01,USDCNH.FX:close,6.3732,wsd,close
2021-12-02,USDCNH.FX:close,6.3726,wsd,close
2021-12-03,USDCNH.FX:close,6.3733,wsd,close
2021-12-06,USDCNH.FX:close,6.375,wsd,close
2021-12-07,USDCNH.FX:close,6.3637,wsd,close
2021-12-08,USDCNH.FX:close,6.3458,wsd,close
2021-12-09,USDCNH.FX:close,6.378,wsd,close
2021-12-10,USDCNH.FX:close,6.3765,wsd,close
2021-12-13,USDCNH.FX:close,6.3755,wsd,close
2021-12-14,USDCNH.FX:close,6.374,wsd,close
2021-12-15,USDCNH.FX:close,6.3754,wsd,close
2021-12-16,USDCNH.FX:close,6.3807,wsd,close
2021-12-17,USDCNH.FX:close,6.3886,wsd,close
2021-12-20,USDCNH.FX:close,6.3835,wsd,close
2021-12-21,USDCNH.FX:close,6.3763,wsd,close
2021-12-22,USDCNH.FX:close,6.3764,wsd,close
2021-12-23,USDCNH.FX:close,6.3755,wsd,close
2021-12-24,USDCNH.FX:close,6.374,wsd,close
