date,series,value,method,field
2021-12-30,USDCNY.IB:close,6.3793,wsd,close
2021-12-31,USDCNY.IB:close,6.373,wsd,close
2022-01-04,USDCNY.IB:close,6.3745,wsd,close
2022-01-05,USDCNY.IB:close,6.3677,wsd,close
2022-01-06,USDCNY.IB:close,6.3761,wsd,close
2022-01-07,USDCNY.IB:close,6.3739,wsd,close
2022-01-10,USDCNY.IB:close,6.3718,wsd,close
2022-01-11,USDCNY.IB:close,6.3718,wsd,close
2022-01-12,USDCNY.IB:close,6.3646,wsd,close
2022-01-13,USDCNY.IB:close,6.3598,wsd,close
2022-01-14,USDCNY.IB:close,6.3435,wsd,close
2022-01-17,USDCNY.IB:close,6.3466,wsd,close
2022-01-18,USDCNY.IB:close,6.3513,wsd,close
2022-01-19,USDCNY.IB:close,6.3522,wsd,close
2022-01-20,USDCNY.IB:close,6.3421,wsd,close
2022-01-21,USDCNY.IB:close,6.3397,wsd,close
2022-01-24,USDCNY.IB:close,6.332,wsd,close
2022-01-25,USDCNY.IB:close,6.3252,wsd,close
2022-01-26,USDCNY.IB:close,6.3219,wsd,close
2022-01-27,USDCNY.IB:close,6.3645,wsd,close
2022-01-28,USDCNY.IB:close,6.3636,wsd,close
2022-02-07,USDCNY.IB:close,6.3578,wsd,close
2022-02-08,USDCNY.IB:close,6.3688,wsd,close
2022-02-09,USDCNY.IB:close,6.3609,wsd,close
2022-02-10,USDCNY.IB:close,6.359,wsd,close
2022-02-11,USDCNY.IB:close,6.3592,wsd,close
2022-02-14,USDCNY.IB:close,6.3598,wsd,close
2022-02-15,USDCNY.IB:close,6.3475,wsd,close
2022-02-16,USDCNY.IB:close,6.3353,wsd,close
2022-02-17,USDCNY.IB:close,6.3366,wsd,close
2022-02-18,USDCNY.IB:close,6.3265,wsd,close
2022-02-21,USDCNY.IB:close,6.3333,wsd,close
2022-02-22,USDCNY.IB:close,6.3356,wsd,close
2022-02-23,USDCNY.IB:close,6.3178,wsd,close
2022-02-24,USDCNY.IB:close,6.3234,wsd,close
2022-02-25,USDCNY.IB:close,6.3142,wsd,close
2022-02-28,USDCNY.IB:close,6.3111,wsd,close
2022-03-01,USDCNY.IB:close,6.3127,wsd,close
2022-03-02,USDCNY.IB:close,6.3107,wsd,close
2022-03-03,USDCNY.IB:close,6.3184,wsd,close
2022-03-04,USDCNY.IB:close,6.3189,wsd,close
2022-03-07,USDCNY.IB:close,6.3183,wsd,close
2022-03-08,USDCNY.IB:close,6.3141,wsd,close
2022-03-09,USDCNY.IB:close,6.3163,wsd,close
2022-03-10,USDCNY.IB:close,6.3216,wsd,close
2022-03-11,USDCNY.IB:close,6.3228,wsd,close
2022-03-14,USDCNY.IB:close,6.3598,wsd,close
2022-03-15,USDCNY.IB:close,6.38,wsd,close
2022-03-16,USDCNY.IB:close,6.3465,wsd,close
2022-03-17,USDCNY.IB:close,6.3494,wsd,close
2022-03-18,USDCNY.IB:close,6.3641,wsd,close
2022-03-21,USDCNY.IB:close,6.3588,wsd,close
2022-03-22,USDCNY.IB:close,6.36,wsd,close
2022-03-23,USDCNY.IB:close,6.3742,wsd,close
2022-03-24,USDCNY.IB:close,6.3697,wsd,close
2022-03-25,USDCNY.IB:close,6.3655,wsd,close
2022-03-28,USDCNY.IB:close,6.3702,wsd,close
2022-03-29,USDCNY.IB:close,6.3722,wsd,close
2022-03-30,USDCNY.IB:close,6.3526,wsd,close
2022-03-31,USDCNY.IB:close,6.3433,wsd,close
2022-04-01,USDCNY.IB:close,6.3591,wsd,close
2022-04-06,USDCNY.IB:close,6.3636,wsd,close
2022-04-07,USDCNY.IB:close,6.3634,wsd,close
2022-04-08,USDCNY.IB:close,6.3637,wsd,close
2022-04-11,USDCNY.IB:close,6.3699,wsd,close
2022-04-12,USDCNY.IB:close,6.3711,wsd,close
2022-04-13,USDCNY.IB:close,6.3655,wsd,close
2022-04-14,USDCNY.IB:close,6.3704,wsd,close
2022-04-15,USDCNY.IB:close,6.3712,wsd,close
2022-04-18,USDCNY.IB:close,6.3698,wsd,close
2022-04-19,USDCNY.IB:close,6.3778,wsd,close
2022-04-20,USDCNY.IB:close,6.4153,wsd,close
2022-04-21,USDCNY.IB:close,6.45,wsd,close
2022-04-22,USDCNY.IB:close,6.4875,wsd,close
2022-04-25,USDCNY.IB:close,6.5544,wsd,close
2022-04-26,USDCNY.IB:close,6.5473,wsd,close
2022-04-27,USDCNY.IB:close,6.5569,wsd,close
2022-04-28,USDCNY.IB:close,6.6115,wsd,close
2022-04-29,USDCNY.IB:close,6.5866,wsd,close
2022-05-05,USDCNY.IB:close,6.6224,wsd,close
2022-05-06,USDCNY.IB:close,6.6845,wsd,close
2022-05-09,USDCNY.IB:close,6.7202,wsd,close
2022-05-10,USDCNY.IB:close,6.7227,wsd,close
2022-05-11,USDCNY.IB:close,6.7274,wsd,close
2022-05-12,USDCNY.IB:close,6.79,wsd,close
2022-05-13,USDCNY.IB:close,6.783,wsd,close
2022-05-16,USDCNY.IB:close,6.7967,wsd,close
2022-05-17,USDCNY.IB:close,6.7472,wsd,close
2022-05-18,USDCNY.IB:close,6.749,wsd,close
2022-05-19,USDCNY.IB:close,6.7678,wsd,close
2022-05-20,USDCNY.IB:close,6.674,wsd,close
2022-05-23,USDCNY.IB:close,6.6634,wsd,close
2022-05-24,USDCNY.IB:close,6.6671,wsd,close
2022-05-25,USDCNY.IB:close,6.6737,wsd,close
2022-05-26,USDCNY.IB:close,6.7381,wsd,close
2022-05-27,USDCNY.IB:close,6.7081,wsd,close
2022-05-30,USDCNY.IB:close,6.6648,wsd,close
2022-05-31,USDCNY.IB:close,6.6578,wsd,close
2022-06-01,USDCNY.IB:close,6.6941,wsd,close
2022-06-02,USDCNY.IB:close,6.675,wsd,close
2022-06-06,USDCNY.IB:close,6.6457,wsd,close
2022-06-07,USDCNY.IB:close,6.6655,wsd,close
2022-06-08,USDCNY.IB:close,6.683,wsd,close
2022-06-09,USDCNY.IB:close,6.6837,wsd,close
2022-06-10,USDCNY.IB:close,6.6927,wsd,close
2022-06-13,USDCNY.IB:close,6.7341,wsd,close
2022-06-14,USDCNY.IB:close,6.7358,wsd,close
2022-06-15,USDCNY.IB:close,6.7195,wsd,close
2022-06-16,USDCNY.IB:close,6.7162,wsd,close
2022-06-17,USDCNY.IB:close,6.701,wsd,close
2022-06-20,USDCNY.IB:close,6.686,wsd,close
2022-06-21,USDCNY.IB:close,6.6995,wsd,close
2022-06-22,USDCNY.IB:close,6.7171,wsd,close
2022-06-23,USDCNY.IB:close,6.708,wsd,close
2022-06-24,USDCNY.IB:close,6.6936,wsd,close
2022-06-27,USDCNY.IB:close,6.6878,wsd,close
2022-06-28,USDCNY.IB:close,6.6876,wsd,close
2022-06-29,USDCNY.IB:close,6.6972,wsd,close
2022-06-30,USDCNY.IB:close,6.6943,wsd,close
2022-07-01,USDCNY.IB:close,6.7006,wsd,close
2022-07-04,USDCNY.IB:close,6.6965,wsd,close
2022-07-05,USDCNY.IB:close,6.701,wsd,close
2022-07-06,USDCNY.IB:close,6.7032,wsd,close
2022-07-07,USDCNY.IB:close,6.7073,wsd,close
2022-07-08,USDCNY.IB:close,6.7051,wsd,close
2022-07-11,USDCNY.IB:close,6.7076,wsd,close
2022-07-12,USDCNY.IB:close,6.7345,wsd,close
2022-07-13,USDCNY.IB:close,6.7229,wsd,close
2022-07-14,USDCNY.IB:close,6.748,wsd,close
2022-07-15,USDCNY.IB:close,6.767,wsd,close
2022-07-18,USDCNY.IB:close,6.7446,wsd,close
2022-07-19,USDCNY.IB:close,6.7438,wsd,close
2022-07-20,USDCNY.IB:close,6.753,wsd,close
2022-07-21,USDCNY.IB:close,6.7634,wsd,close
2022-07-22,USDCNY.IB:close,6.7657,wsd,close
2022-07-25,USDCNY.IB:close,6.7536,wsd,close
2022-07-26,USDCNY.IB:close,6.7557,wsd,close
2022-07-27,USDCNY.IB:close,6.7569,wsd,close
2022-07-28,USDCNY.IB:close,6.745,wsd,close
2022-07-29,USDCNY.IB:close,6.739,wsd,close
2022-08-01,USDCNY.IB:close,6.7549,wsd,close
2022-08-02,USDCNY.IB:close,6.758,wsd,close
2022-08-03,USDCNY.IB:close,6.7549,wsd,close
2022-08-04,USDCNY.IB:close,6.7562,wsd,close
2022-08-05,USDCNY.IB:close,6.7507,wsd,close
2022-08-08,USDCNY.IB:close,6.7602,wsd,close
2022-08-09,USDCNY.IB:close,6.7542,wsd,close
2022-08-10,USDCNY.IB:close,6.7577,wsd,close
2022-08-11,USDCNY.IB:close,6.7386,wsd,close
2022-08-12,USDCNY.IB:close,6.7349,wsd,close
2022-08-15,USDCNY.IB:close,6.7632,wsd,close
2022-08-16,USDCNY.IB:close,6.7919,wsd,close
2022-08-17,USDCNY.IB:close,6.7757,wsd,close
2022-08-18,USDCNY.IB:close,6.7925,wsd,close
2022-08-19,USDCNY.IB:close,6.8088,wsd,close
2022-08-22,USDCNY.IB:close,6.8384,wsd,close
2022-08-23,USDCNY.IB:close,6.851,wsd,close
2022-08-24,USDCNY.IB:close,6.8654,wsd,close
2022-08-25,USDCNY.IB:close,6.8503,wsd,close
2022-08-26,USDCNY.IB:close,6.8621,wsd,close
2022-08-29,USDCNY.IB:close,6.921,wsd,close
2022-08-30,USDCNY.IB:close,6.898,wsd,close
2022-08-31,USDCNY.IB:close,6.8905,wsd,close
2022-09-01,USDCNY.IB:close,6.899,wsd,close
2022-09-02,USDCNY.IB:close,6.9028,wsd,close
2022-09-05,USDCNY.IB:close,6.9366,wsd,close
2022-09-06,USDCNY.IB:close,6.9485,wsd,close
2022-09-07,USDCNY.IB:close,6.9715,wsd,close
2022-09-08,USDCNY.IB:close,6.9639,wsd,close
2022-09-09,USDCNY.IB:close,6.9192,wsd,close
2022-09-13,USDCNY.IB:close,6.9311,wsd,close
2022-09-14,USDCNY.IB:close,6.963,wsd,close
2022-09-15,USDCNY.IB:close,6.9775,wsd,close
2022-09-16,USDCNY.IB:close,7.0166,wsd,close
2022-09-19,USDCNY.IB:close,7.0179,wsd,close
2022-09-20,USDCNY.IB:close,7.0131,wsd,close
2022-09-21,USDCNY.IB:close,7.0535,wsd,close
2022-09-22,USDCNY.IB:close,7.081,wsd,close
2022-09-23,USDCNY.IB:close,7.1104,wsd,close
2022-09-26,USDCNY.IB:close,7.1464,wsd,close
2022-09-27,USDCNY.IB:close,7.158,wsd,close
2022-09-28,USDCNY.IB:close,7.2458,wsd,close
2022-09-29,USDCNY.IB:close,7.2,wsd,close
2022-09-30,USDCNY.IB:close,7.0931,wsd,close
2022-10-10,USDCNY.IB:close,7.144,wsd,close
2022-10-11,USDCNY.IB:close,7.1788,wsd,close
2022-10-12,USDCNY.IB:close,7.1629,wsd,close
2022-10-13,USDCNY.IB:close,7.1928,wsd,close
2022-10-14,USDCNY.IB:close,7.1931,wsd,close
2022-10-17,USDCNY.IB:close,7.205,wsd,close
2022-10-18,USDCNY.IB:close,7.1952,wsd,close
2022-10-19,USDCNY.IB:close,7.2242,wsd,close
2022-10-20,USDCNY.IB:close,7.2377,wsd,close
2022-10-21,USDCNY.IB:close,7.2494,wsd,close
2022-10-24,USDCNY.IB:close,7.261,wsd,close
2022-10-25,USDCNY.IB:close,7.3085,wsd,close
2022-10-26,USDCNY.IB:close,7.1825,wsd,close
2022-10-27,USDCNY.IB:close,7.2081,wsd,close
2022-10-28,USDCNY.IB:close,7.2565,wsd,close
2022-10-31,USDCNY.IB:close,7.2985,wsd,close
2022-11-01,USDCNY.IB:close,7.2719,wsd,close
2022-11-02,USDCNY.IB:close,7.2825,wsd,close
2022-11-03,USDCNY.IB:close,7.32,wsd,close
2022-11-04,USDCNY.IB:close,7.2703,wsd,close
2022-11-07,USDCNY.IB:close,7.2405,wsd,close
2022-11-08,USDCNY.IB:close,7.262,wsd,close
2022-11-09,USDCNY.IB:close,7.238,wsd,close
2022-11-10,USDCNY.IB:close,7.2474,wsd,close
2022-11-11,USDCNY.IB:close,7.1106,wsd,close
2022-11-14,USDCNY.IB:close,7.0378,wsd,close
2022-11-15,USDCNY.IB:close,7.0335,wsd,close
2022-11-16,USDCNY.IB:close,7.0809,wsd,close
2022-11-17,USDCNY.IB:close,7.1291,wsd,close
2022-11-18,USDCNY.IB:close,7.1275,wsd,close
2022-11-21,USDCNY.IB:close,7.163,wsd,close
2022-11-22,USDCNY.IB:close,7.1384,wsd,close
2022-11-23,USDCNY.IB:close,7.1542,wsd,close
2022-11-24,USDCNY.IB:close,7.1486,wsd,close
2022-11-25,USDCNY.IB:close,7.1615,wsd,close
2022-11-28,USDCNY.IB:close,7.1999,wsd,close
2022-11-29,USDCNY.IB:close,7.1663,wsd,close
2022-11-30,USDCNY.IB:close,7.1419,wsd,close
2022-12-01,USDCNY.IB:close,7.0791,wsd,close
2022-12-02,USDCNY.IB:close,7.038,wsd,close
2022-12-05,USDCNY.IB:close,6.9561,wsd,close
2022-12-06,USDCNY.IB:close,7.0009,wsd,close
2022-12-07,USDCNY.IB:close,6.979,wsd,close
2022-12-08,USDCNY.IB:close,6.9728,wsd,close
2022-12-09,USDCNY.IB:close,6.948,wsd,close
2022-12-12,USDCNY.IB:close,6.9757,wsd,close
2022-12-13,USDCNY.IB:close,6.9811,wsd,close
2022-12-14,USDCNY.IB:close,6.94,wsd,close
2022-12-15,USDCNY.IB:close,6.969,wsd,close
2022-12-16,USDCNY.IB:close,6.9716,wsd,close
2022-12-19,USDCNY.IB:close,6.9747,wsd,close
2022-12-20,USDCNY.IB:close,6.9715,wsd,close
2022-12-21,USDCNY.IB:close,6.9699,wsd,close
2022-12-22,USDCNY.IB:close,6.9793,wsd,close
2022-12-23,USDCNY.IB:close,6.987,wsd,close
2022-12-26,USDCNY.IB:close,6.9587,wsd,close
2022-12-27,USDCNY.IB:close,6.9625,wsd,close
2022-12-28,USDCNY.IB:close,6.9725,wsd,close
2022-12-29,USDCNY.IB:close,6.9709,wsd,close
2022-12-30,USDCNY.IB:close,6.9514,wsd,close
2023-01-03,USDCNY.IB:close,6.905,wsd,close
2023-01-04,USDCNY.IB:close,6.8825,wsd,close
2023-01-05,USDCNY.IB:close,6.8731,wsd,close
2023-01-06,USDCNY.IB:close,6.8588,wsd,close
2023-01-09,USDCNY.IB:close,6.7712,wsd,close
2023-01-10,USDCNY.IB:close,6.7772,wsd,close
2023-01-11,USDCNY.IB:close,6.7775,wsd,close
2023-01-12,USDCNY.IB:close,6.7565,wsd,close
2023-01-13,USDCNY.IB:close,6.7099,wsd,close
2023-01-16,USDCNY.IB:close,6.7281,wsd,close
2023-01-17,USDCNY.IB:close,6.7652,wsd,close
2023-01-18,USDCNY.IB:close,6.7623,wsd,close
2023-01-19,USDCNY.IB:close,6.7738,wsd,close
2023-01-20,USDCNY.IB:close,6.774,wsd,close
2023-01-30,USDCNY.IB:close,6.7514,wsd,close
2023-01-31,USDCNY.IB:close,6.7571,wsd,close
2023-02-01,USDCNY.IB:close,6.741,wsd,close
2023-02-02,USDCNY.IB:close,6.7221,wsd,close
2023-02-03,USDCNY.IB:close,6.7465,wsd,close
2023-02-06,USDCNY.IB:close,6.7832,wsd,close
2023-02-07,USDCNY.IB:close,6.7876,wsd,close
2023-02-08,USDCNY.IB:close,6.7802,wsd,close
2023-02-09,USDCNY.IB:close,6.7817,wsd,close
2023-02-10,USDCNY.IB:close,6.7999,wsd,close
2023-02-13,USDCNY.IB:close,6.8271,wsd,close
2023-02-14,USDCNY.IB:close,6.8165,wsd,close
2023-02-15,USDCNY.IB:close,6.8451,wsd,close
2023-02-16,USDCNY.IB:close,6.8516,wsd,close
2023-02-17,USDCNY.IB:close,6.8818,wsd,close
2023-02-20,USDCNY.IB:close,6.8555,wsd,close
2023-02-21,USDCNY.IB:close,6.8734,wsd,close
2023-02-22,USDCNY.IB:close,6.8953,wsd,close
2023-02-23,USDCNY.IB:close,6.8918,wsd,close
2023-02-24,USDCNY.IB:close,6.9442,wsd,close
2023-02-27,USDCNY.IB:close,6.9645,wsd,close
2023-02-28,USDCNY.IB:close,6.9392,wsd,close
2023-03-01,USDCNY.IB:close,6.8854,wsd,close
2023-03-02,USDCNY.IB:close,6.9086,wsd,close
2023-03-03,USDCNY.IB:close,6.9002,wsd,close
2023-03-06,USDCNY.IB:close,6.9194,wsd,close
2023-03-07,USDCNY.IB:close,6.9268,wsd,close
2023-03-08,USDCNY.IB:close,6.9706,wsd,close
2023-03-09,USDCNY.IB:close,6.9699,wsd,close
2023-03-10,USDCNY.IB:close,6.9653,wsd,close
2023-03-13,USDCNY.IB:close,6.9005,wsd,close
2023-03-14,USDCNY.IB:close,6.8725,wsd,close
2023-03-15,USDCNY.IB:close,6.899,wsd,close
2023-03-16,USDCNY.IB:close,6.9018,wsd,close
2023-03-17,USDCNY.IB:close,6.8765,wsd,close
2023-03-20,USDCNY.IB:close,6.8931,wsd,close
2023-03-21,USDCNY.IB:close,6.8738,wsd,close
2023-03-22,USDCNY.IB:close,6.8903,wsd,close
2023-03-23,USDCNY.IB:close,6.8289,wsd,close
2023-03-24,USDCNY.IB:close,6.8655,wsd,close
2023-03-27,USDCNY.IB:close,6.882,wsd,close
2023-03-28,USDCNY.IB:close,6.8845,wsd,close
2023-03-29,USDCNY.IB:close,6.8883,wsd,close
2023-03-30,USDCNY.IB:close,6.8781,wsd,close
2023-03-31,USDCNY.IB:close,6.8713,wsd,close
2023-04-03,USDCNY.IB:close,6.8905,wsd,close
2023-04-04,USDCNY.IB:close,6.8802,wsd,close
2023-04-06,USDCNY.IB:close,6.8807,wsd,close
2023-04-07,USDCNY.IB:close,6.8754,wsd,close
2023-04-10,USDCNY.IB:close,6.874,wsd,close
2023-04-11,USDCNY.IB:close,6.8847,wsd,close
2023-04-12,USDCNY.IB:close,6.8832,wsd,close
2023-04-13,USDCNY.IB:close,6.8721,wsd,close
2023-04-14,USDCNY.IB:close,6.8495,wsd,close
2023-04-17,USDCNY.IB:close,6.8717,wsd,close
2023-04-18,USDCNY.IB:close,6.8749,wsd,close
2023-04-19,USDCNY.IB:close,6.8966,wsd,close
2023-04-20,USDCNY.IB:close,6.8796,wsd,close
2023-04-21,USDCNY.IB:close,6.8898,wsd,close
2023-04-24,USDCNY.IB:close,6.8985,wsd,close
2023-04-25,USDCNY.IB:close,6.9163,wsd,close
2023-04-26,USDCNY.IB:close,6.9207,wsd,close
2023-04-27,USDCNY.IB:close,6.9231,wsd,close
2023-04-28,USDCNY.IB:close,6.9284,wsd,close
2023-05-04,USDCNY.IB:close,6.9162,wsd,close
2023-05-05,USDCNY.IB:close,6.9114,wsd,close
2023-05-08,USDCNY.IB:close,6.9166,wsd,close
2023-05-09,USDCNY.IB:close,6.9275,wsd,close
2023-05-10,USDCNY.IB:close,6.9229,wsd,close
2023-05-11,USDCNY.IB:close,6.9396,wsd,close
2023-05-12,USDCNY.IB:close,6.9506,wsd,close
2023-05-15,USDCNY.IB:close,6.9525,wsd,close
2023-05-16,USDCNY.IB:close,6.9641,wsd,close
2023-05-17,USDCNY.IB:close,6.9985,wsd,close
2023-05-18,USDCNY.IB:close,7.0294,wsd,close
2023-05-19,USDCNY.IB:close,7.0235,wsd,close
2023-05-22,USDCNY.IB:close,7.0304,wsd,close
2023-05-23,USDCNY.IB:close,7.0505,wsd,close
2023-05-24,USDCNY.IB:close,7.0418,wsd,close
2023-05-25,USDCNY.IB:close,7.0686,wsd,close
2023-05-26,USDCNY.IB:close,7.0547,wsd,close
2023-05-29,USDCNY.IB:close,7.0787,wsd,close
2023-05-30,USDCNY.IB:close,7.0901,wsd,close
2023-05-31,USDCNY.IB:close,7.1065,wsd,close
2023-06-01,USDCNY.IB:close,7.1179,wsd,close
2023-06-02,USDCNY.IB:close,7.075,wsd,close
2023-06-05,USDCNY.IB:close,7.1185,wsd,close
2023-06-06,USDCNY.IB:close,7.1174,wsd,close
2023-06-07,USDCNY.IB:close,7.126,wsd,close
2023-06-08,USDCNY.IB:close,7.1275,wsd,close
2023-06-09,USDCNY.IB:close,7.1241,wsd,close
2023-06-12,USDCNY.IB:close,7.1426,wsd,close
2023-06-13,USDCNY.IB:close,7.1536,wsd,close
2023-06-14,USDCNY.IB:close,7.1576,wsd,close
2023-06-15,USDCNY.IB:close,7.1555,wsd,close
2023-06-16,USDCNY.IB:close,7.1168,wsd,close
2023-06-19,USDCNY.IB:close,7.1583,wsd,close
2023-06-20,USDCNY.IB:close,7.1744,wsd,close
2023-06-21,USDCNY.IB:close,7.1938,wsd,close
2023-06-26,USDCNY.IB:close,7.2219,wsd,close
2023-06-27,USDCNY.IB:close,7.2101,wsd,close
2023-06-28,USDCNY.IB:close,7.2455,wsd,close
2023-06-29,USDCNY.IB:close,7.2423,wsd,close
2023-06-30,USDCNY.IB:close,7.262,wsd,close
2023-07-03,USDCNY.IB:close,7.2466,wsd,close
2023-07-04,USDCNY.IB:close,7.2161,wsd,close
2023-07-05,USDCNY.IB:close,7.2444,wsd,close
2023-07-06,USDCNY.IB:close,7.2465,wsd,close
2023-07-07,USDCNY.IB:close,7.2336,wsd,close
2023-07-10,USDCNY.IB:close,7.2331,wsd,close
2023-07-11,USDCNY.IB:close,7.1985,wsd,close
2023-07-12,USDCNY.IB:close,7.1899,wsd,close
2023-07-13,USDCNY.IB:close,7.1602,wsd,close
2023-07-14,USDCNY.IB:close,7.1325,wsd,close
2023-07-17,USDCNY.IB:close,7.1702,wsd,close
2023-07-18,USDCNY.IB:close,7.1717,wsd,close
2023-07-19,USDCNY.IB:close,7.2197,wsd,close
2023-07-20,USDCNY.IB:close,7.1811,wsd,close
2023-07-21,USDCNY.IB:close,7.179,wsd,close
2023-07-24,USDCNY.IB:close,7.2031,wsd,close
2023-07-25,USDCNY.IB:close,7.1365,wsd,close
2023-07-26,USDCNY.IB:close,7.1514,wsd,close
2023-07-27,USDCNY.IB:close,7.1404,wsd,close
2023-07-28,USDCNY.IB:close,7.1645,wsd,close
2023-07-31,USDCNY.IB:close,7.1465,wsd,close
2023-08-01,USDCNY.IB:close,7.1663,wsd,close
2023-08-02,USDCNY.IB:close,7.1792,wsd,close
2023-08-03,USDCNY.IB:close,7.1895,wsd,close
2023-08-04,USDCNY.IB:close,7.1802,wsd,close
2023-08-07,USDCNY.IB:close,7.192,wsd,close
2023-08-08,USDCNY.IB:close,7.2133,wsd,close
2023-08-09,USDCNY.IB:close,7.1989,wsd,close
2023-08-10,USDCNY.IB:close,7.2072,wsd,close
2023-08-11,USDCNY.IB:close,7.234,wsd,close
2023-08-14,USDCNY.IB:close,7.2537,wsd,close
2023-08-15,USDCNY.IB:close,7.2868,wsd,close
2023-08-16,USDCNY.IB:close,7.2904,wsd,close
2023-08-17,USDCNY.IB:close,7.3103,wsd,close
2023-08-18,USDCNY.IB:close,7.2896,wsd,close
2023-08-21,USDCNY.IB:close,7.3139,wsd,close
2023-08-22,USDCNY.IB:close,7.2935,wsd,close
2023-08-23,USDCNY.IB:close,7.2923,wsd,close
2023-08-24,USDCNY.IB:close,7.2777,wsd,close
2023-08-25,USDCNY.IB:close,7.2884,wsd,close
2023-08-28,USDCNY.IB:close,7.294,wsd,close
2023-08-29,USDCNY.IB:close,7.2925,wsd,close
2023-08-30,USDCNY.IB:close,7.2925,wsd,close
2023-08-31,USDCNY.IB:close,7.2904,wsd,close
2023-09-01,USDCNY.IB:close,7.2633,wsd,close
2023-09-04,USDCNY.IB:close,7.2714,wsd,close
2023-09-05,USDCNY.IB:close,7.3088,wsd,close
2023-09-06,USDCNY.IB:close,7.3084,wsd,close
2023-09-07,USDCNY.IB:close,7.3279,wsd,close
2023-09-08,USDCNY.IB:close,7.3415,wsd,close
2023-09-11,USDCNY.IB:close,7.2906,wsd,close
2023-09-12,USDCNY.IB:close,7.2835,wsd,close
2023-09-13,USDCNY.IB:close,7.2789,wsd,close
2023-09-14,USDCNY.IB:close,7.2701,wsd,close
2023-09-15,USDCNY.IB:close,7.2691,wsd,close
2023-09-18,USDCNY.IB:close,7.292,wsd,close
2023-09-19,USDCNY.IB:close,7.2943,wsd,close
2023-09-20,USDCNY.IB:close,7.2978,wsd,close
2023-09-21,USDCNY.IB:close,7.3034,wsd,close
2023-09-22,USDCNY.IB:close,7.3002,wsd,close
2023-09-25,USDCNY.IB:close,7.3109,wsd,close
2023-09-26,USDCNY.IB:close,7.3019,wsd,close
2023-09-27,USDCNY.IB:close,7.3088,wsd,close
2023-09-28,USDCNY.IB:close,7.3002,wsd,close
2023-10-09,USDCNY.IB:close,7.2922,wsd,close
2023-10-10,USDCNY.IB:close,7.293,wsd,close
2023-10-11,USDCNY.IB:close,7.298,wsd,close
2023-10-12,USDCNY.IB:close,7.2941,wsd,close
2023-10-13,USDCNY.IB:close,7.304,wsd,close
2023-10-16,USDCNY.IB:close,7.3115,wsd,close
2023-10-17,USDCNY.IB:close,7.3137,wsd,close
2023-10-18,USDCNY.IB:close,7.3099,wsd,close
2023-10-19,USDCNY.IB:close,7.3153,wsd,close
2023-10-20,USDCNY.IB:close,7.315,wsd,close
2023-10-23,USDCNY.IB:close,7.315,wsd,close
2023-10-24,USDCNY.IB:close,7.3075,wsd,close
2023-10-25,USDCNY.IB:close,7.315,wsd,close
2023-10-26,USDCNY.IB:close,7.3182,wsd,close
2023-10-27,USDCNY.IB:close,7.3166,wsd,close
2023-10-30,USDCNY.IB:close,7.318,wsd,close
2023-10-31,USDCNY.IB:close,7.3176,wsd,close
2023-11-01,USDCNY.IB:close,7.3187,wsd,close
2023-11-02,USDCNY.IB:close,7.3186,wsd,close
2023-11-03,USDCNY.IB:close,7.3133,wsd,close
2023-11-06,USDCNY.IB:close,7.2756,wsd,close
2023-11-07,USDCNY.IB:close,7.2851,wsd,close
2023-11-08,USDCNY.IB:close,7.2756,wsd,close
2023-11-09,USDCNY.IB:close,7.285,wsd,close
2023-11-10,USDCNY.IB:close,7.2906,wsd,close
2023-11-13,USDCNY.IB:close,7.2928,wsd,close
2023-11-14,USDCNY.IB:close,7.2933,wsd,close
2023-11-15,USDCNY.IB:close,7.2391,wsd,close
2023-11-16,USDCNY.IB:close,7.2515,wsd,close
2023-11-17,USDCNY.IB:close,7.2465,wsd,close
2023-11-20,USDCNY.IB:close,7.1747,wsd,close
2023-11-21,USDCNY.IB:close,7.1338,wsd,close
2023-11-22,USDCNY.IB:close,7.1477,wsd,close
2023-11-23,USDCNY.IB:close,7.1406,wsd,close
2023-11-24,USDCNY.IB:close,7.1529,wsd,close
2023-11-27,USDCNY.IB:close,7.1485,wsd,close
2023-11-28,USDCNY.IB:close,7.1519,wsd,close
2023-11-29,USDCNY.IB:close,7.1246,wsd,close
2023-11-30,USDCNY.IB:close,7.131,wsd,close
2023-12-01,USDCNY.IB:close,7.14,wsd,close
2023-12-04,USDCNY.IB:close,7.1362,wsd,close
2023-12-05,USDCNY.IB:close,7.142,wsd,close
2023-12-06,USDCNY.IB:close,7.1571,wsd,close
2023-12-07,USDCNY.IB:close,7.1513,wsd,close
2023-12-08,USDCNY.IB:close,7.1607,wsd,close
2023-12-11,USDCNY.IB:close,7.177,wsd,close
2023-12-12,USDCNY.IB:close,7.1744,wsd,close
2023-12-13,USDCNY.IB:close,7.1836,wsd,close
2023-12-14,USDCNY.IB:close,7.1301,wsd,close
2023-12-15,USDCNY.IB:close,7.0987,wsd,close
2023-12-18,USDCNY.IB:close,7.1311,wsd,close
2023-12-19,USDCNY.IB:close,7.1435,wsd,close
2023-12-20,USDCNY.IB:close,7.1336,wsd,close
2023-12-21,USDCNY.IB:close,7.145,wsd,close
2023-12-22,USDCNY.IB:close,7.1393,wsd,close
2023-12-25,USDCNY.IB:close,7.1346,wsd,close
2023-12-26,USDCNY.IB:close,7.1445,wsd,close
2023-12-27,USDCNY.IB:close,7.1437,wsd,close
